1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
87	-0.186388	5.891890	3.848917	0.012824	1.3
88	-0.193447	4.967592	3.985916	0.014238	1.4
89	-0.165677	4.043222	4.133040	0.016686	1.3
90	-0.180502	3.122304	4.290828	0.016748	1.3
91	-0.161815	2.501404	4.404190	0.005979	1.3
92	-0.159644	1.631029	4.573573	0.011281	1.4
93	-0.180324	2.551746	4.394776	0.010089	1.4
94	-0.192237	3.551608	4.215799	0.005845	1.4
95	-0.167597	3.866798	4.162363	0.010561	1.4
96	-0.180289	2.947804	4.322094	0.007573	1.3
97	-0.192149	3.947793	4.148850	0.011564	1.4
98	-0.172653	3.023433	4.308487	0.008962	1.3
99	-0.170779	2.128539	4.475192	0.012896	1.4
100	-0.203012	3.126928	4.290005	0.013955	1.4
101	-0.173164	4.126928	4.119272	0.011349	1.4
102	-0.180532	5.126836	3.961622	0.011965	1.4
103	-0.186324	6.010242	3.832052	0.013848	1.3
104	-0.184866	5.085872	3.967843	0.012626	1.3
105	-0.168376	6.085868	3.821353	0.013830	1.4
106	-0.168828	7.085868	3.685293	0.011813	1.3
107	-0.170865	6.162522	3.810569	0.012020	1.3
108	-0.202028	7.162522	3.675262	0.008765	1.4
109	-0.163345	8.161153	3.549402	0.012777	1.3
110	-0.185263	7.236783	3.665596	0.010149	1.4
111	-0.182963	6.853299	3.716064	0.008726	1.3
112	-0.186826	7.852963	3.587314	0.006219	1.4
113	-0.169674	8.852900	3.467156	0.016010	1.3
114	-0.192152	9.852878	3.354781	0.011978	1.3
115	-0.176010	8.928508	3.458397	0.011036	1.4
116	-0.179065	9.607585	3.381667	0.009524	1.4
117	-0.192470	10.607575	3.274679	0.013250	1.4
118	-0.187487	9.683209	3.373332	0.013214	1.3
119	-0.176354	8.758839	3.478115	0.012647	1.4
120	-0.157729	9.758839	3.365038	0.011910	1.3
121	-0.179505	10.652018	3.270081	0.014470	1.3
122	-0.188236	9.727648	3.368453	0.012774	1.4
123	-0.181413	10.727648	3.262286	0.009094	1.3
124	-0.183889	9.803280	3.360183	0.006469	1.4
125	-0.159536	8.879538	3.464065	0.010366	1.3
126	-0.191676	7.965009	3.573438	0.011254	1.3
127	-0.163688	7.050973	3.689877	0.009842	1.4
128	-0.193328	7.749548	3.600218	0.010496	1.4
129	-0.168353	6.825179	3.719820	0.009524	1.4
130	-0.176835	7.769842	3.597679	0.014385	1.3
131	-0.199574	8.769842	3.476829	0.014481	1.3
132	-0.192584	7.845472	3.588246	0.011523	1.3
133	-0.178531	6.921102	3.707040	0.009159	1.3
134	-0.161696	6.881272	3.712336	0.012045	1.4
135	-0.173799	5.956902	3.839635	0.014391	1.3
136	-0.171311	5.032532	3.975973	0.007677	1.4
137	-0.188753	4.108162	4.122351	0.007768	1.3
138	-0.185560	5.090587	3.967126	0.010426	1.6
139	-0.200842	5.337476	3.929938	0.019319	1.4
140	-0.176536	4.413106	4.072885	0.008104	1.6
141	-0.187638	3.488736	4.226623	0.009829	1.6
142	-0.169298	4.485765	4.061273	0.008789	1.8
143	-0.203210	3.570880	4.212493	0.010758	1.5
144	-0.195435	4.570792	4.047769	0.007722	1.6
145	-0.176209	5.139031	3.959774	0.008375	1.6
146	-0.170073	6.138987	3.813873	0.011702	1.8
147	-0.165438	5.261635	3.941287	0.013502	1.7
148	-0.183513	4.338384	4.084895	0.010295	2.9
149	-0.186619	3.414014	4.239559	0.009628	2.4
150	-0.171080	4.403605	4.074408	0.008945	2.0
151	-0.179373	5.399714	3.920673	0.012999	1.6
152	-0.181474	4.475344	4.062934	0.011468	2.9
153	-0.185667	3.550974	4.215908	0.010032	1.8
154	-0.198831	2.627811	4.380628	0.012072	1.8
155	-0.187956	1.703884	4.558896	0.008865	1.5
156	-0.171889	0.779514	4.752386	0.008834	2.3
157	-0.193841	1.498068	4.600602	0.016692	1.9
158	-0.206281	2.498015	4.404825	0.010782	1.9
159	-0.179983	1.573645	4.585199	0.012433	2.6
160	-0.188255	2.361450	4.430575	0.014271	2.0
161	-0.171636	1.437090	4.613105	0.008455	1.9
162	-0.164633	2.437088	4.416276	0.011478	1.6
163	-0.188240	1.512871	4.597577	0.015078	1.9
164	-0.176957	1.931584	4.513628	0.013045	1.8
165	-0.190198	2.931074	4.325115	0.009822	1.9
166	-0.199092	2.217350	4.458073	0.010440	2.2
167	-0.176805	3.217253	4.274005	0.010867	2.3
168	-0.174095	2.385170	4.426081	0.014745	1.7
169	-0.161337	3.224877	4.272659	0.014870	1.8
170	-0.174775	4.224670	4.103310	0.009743	1.5
171	-0.178958	5.224670	3.946843	0.013980	2.3
172	-0.208369	6.224669	3.801870	0.011482	1.7
173	-0.191119	5.597445	3.891526	0.009335	1.8
174	-0.180218	6.597438	3.750517	0.008664	1.8
175	-0.171681	7.199994	3.670378	0.011151	2.5
176	-0.168132	6.280803	3.794047	0.008333	1.7
177	-0.156959	5.366102	3.925671	0.015866	1.9
178	-0.199959	6.241928	3.799461	0.014278	1.5
179	-0.179267	5.317558	3.932912	0.012696	2.4
180	-0.195752	6.317558	3.788942	0.014730	1.6
181	-0.185055	5.608238	3.889948	0.008271	1.8
182	-0.167358	6.608238	3.749049	0.006440	1.7
183	-0.168916	7.400566	3.644457	0.010011	3.5
184	-0.182573	8.400558	3.520499	0.010939	1.9
185	-0.184988	7.476589	3.634728	0.006285	2.0
186	-0.165330	6.604085	3.749613	0.015836	1.6
187	-0.183691	7.604082	3.618527	0.013628	2.6
188	-0.192424	8.582196	3.498883	0.014836	1.8
189	-0.185468	9.582196	3.384474	0.010606	1.8
190	-0.181749	8.657826	3.489961	0.011398	3.0
191	-0.196819	9.657826	3.376125	0.007612	1.9
192	-0.171400	10.657826	3.269481	0.011734	1.8
193	-0.180110	11.371767	3.197374	0.006451	1.5
194	-0.196529	10.680973	3.267092	0.011390	2.3
195	-0.185380	9.756605	3.365282	0.014520	1.5
196	-0.152628	8.832235	3.469557	0.008010	1.5
197	-0.183278	9.824999	3.357815	0.011381	1.5
198	-0.181340	9.053734	3.443986	0.008134	1.7
199	-0.157281	8.131856	3.552971	0.015990	1.6
200	-0.194158	9.131853	3.435058	0.010172	1.4
201	-0.206632	9.254729	3.421106	0.011113	1.4
202	-0.183708	8.330360	3.528925	0.011710	1.4
203	-0.190421	9.330255	3.412588	0.006856	1.5
204	-0.185906	8.440648	3.515706	0.016073	1.5
205	-0.172786	9.432352	3.401139	0.012811	1.4
206	-0.189661	8.507982	3.507683	0.017385	1.4
207	-0.190530	8.443023	3.515422	0.011789	1.4
208	-0.189350	9.443023	3.399947	0.006855	1.5
209	-0.176261	10.443020	3.291816	0.011463	1.4
210	-0.186068	9.706167	3.370810	0.016095	2.0
211	-0.186210	10.706167	3.264496	0.012247	1.6
212	-0.172941	9.781797	3.362528	0.012345	2.1
213	-0.158675	8.857438	3.466629	0.010302	1.5
214	-0.173167	7.933158	3.577371	0.011016	1.5
215	-0.215406	7.379067	3.647218	0.013834	1.4
216	-0.184020	6.460174	3.769264	0.010308	1.4
217	-0.168322	5.535812	3.900565	0.012439	1.4
218	-0.191121	4.612014	4.041254	0.008486	1.4
219	-0.193425	3.711080	4.188593	0.008195	1.6
220	-0.175769	3.884919	4.159332	0.010687	1.4
221	-0.197170	4.881275	3.999210	0.016664	1.4
222	-0.178969	3.956906	4.147335	0.009437	1.4
223	-0.177840	3.033546	4.306674	0.014216	1.5
224	-0.164811	2.110132	4.478756	0.009217	1.4
225	-0.161031	3.110129	4.292994	0.012134	1.4
226	-0.201247	3.356275	4.249609	0.010478	1.6
227	-0.203010	4.356070	4.082046	0.010021	1.5
228	-0.186390	5.355777	3.927209	0.009367	1.4
229	-0.174372	6.354833	3.783779	0.012251	1.4
230	-0.168791	7.149197	3.677002	0.013704	1.5
231	-0.175056	8.149177	3.550860	0.005508	1.5
232	-0.208274	9.149174	3.433084	0.011787	1.4
233	-0.178676	8.365041	3.524758	0.007308	1.3
234	-0.178225	9.365041	3.408678	0.010051	1.4
235	-0.191396	10.323072	3.304422	0.010919	1.4
236	-0.167045	9.398705	3.404903	0.009761	1.4
237	-0.186478	8.474337	3.511687	0.009711	1.3
238	-0.183722	9.455213	3.398586	0.012194	1.5
239	-0.196369	10.454543	3.290611	0.012025	1.4
240	-0.175409	9.530176	3.390241	0.010909	1.6
241	-0.198858	8.605808	3.496093	0.010620	1.4
242	-0.189436	9.597473	3.382784	0.010772	1.4
243	-0.181602	8.673415	3.488127	0.013764	1.4
244	-0.189674	7.749045	3.600281	0.008582	1.3
245	-0.196616	6.866588	3.714292	0.008470	1.4
246	-0.167388	6.915188	3.707826	0.017026	1.4
247	-0.163662	7.915188	3.579595	0.009443	1.4
248	-0.185786	6.990820	3.697807	0.013551	1.4
249	-0.175564	6.069175	3.823709	0.013495	1.3
