1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
45	-0.268975	4.021426	6.248459	0.006559	1.3
46	-0.276841	5.002088	6.012800	0.005558	1.3
47	-0.238743	5.557812	5.886982	0.007725	1.3
48	-0.260973	6.420934	5.701679	0.008672	1.3
49	-0.259847	7.417837	5.501663	0.005514	1.3
50	-0.259240	6.619262	5.660736	0.011153	1.3
51	-0.276947	5.778961	5.838365	0.010980	1.4
52	-0.263765	4.938651	6.027505	0.008979	1.3
53	-0.254729	5.938651	5.803756	0.009361	1.3
54	-0.287886	5.140902	5.980871	0.005040	1.4
55	-0.238330	4.360739	6.164858	0.009740	1.3
56	-0.263553	3.526380	6.374579	0.005361	1.3
57	-0.264306	2.812640	6.565646	0.005231	1.3
58	-0.304350	2.124640	6.760985	0.011132	1.3
59	-0.275970	1.313347	7.006809	0.010284	1.4
60	-0.242344	0.473037	7.281008	0.007885	1.4
61	-0.257100	1.473036	6.957020	0.009533	1.6
62	-0.260817	2.473031	6.660638	0.007740	1.6
63	-0.244899	3.299050	6.434217	0.006371	1.4
64	-0.261326	2.458820	6.664673	0.010721	1.3
65	-0.239023	3.458743	6.392207	0.008712	1.3
66	-0.278670	2.773898	6.576345	0.011507	1.4
67	-0.249657	1.933588	6.817309	0.006461	1.3
68	-0.252815	1.112435	7.070472	0.010442	1.4
69	-0.262206	0.277956	7.347762	0.009793	1.4
70	-0.258715	0.000000	7.445017	0.010032	1.4
71	-0.254160	0.924099	7.131210	0.008752	1.3
72	-0.265866	0.083789	7.415430	0.012522	1.3
73	-0.273457	0.000000	7.445017	0.011189	1.2
74	-0.256313	0.996099	7.107867	0.008936	1.3
75	-0.269603	1.996029	6.798798	0.009302	1.4
76	-0.254076	1.155722	7.056658	0.010442	1.3
77	-0.287479	2.148594	6.753989	0.008184	1.4
78	-0.226658	3.148571	6.474311	0.009419	1.2
79	-0.283664	2.524612	6.646033	0.008244	1.2
80	-0.248754	2.848755	6.555703	0.005921	1.2
81	-0.272948	2.311923	6.706669	0.009658	1.2
82	-0.245374	1.506478	6.946682	0.008796	1.4
83	-0.245881	0.904331	7.137646	0.009165	1.4
84	-0.252581	1.885747	6.831560	0.006360	1.3
85	-0.287328	2.718559	6.591689	0.009814	1.3
86	-0.279942	1.879685	6.833370	0.008577	1.3
87	-0.255073	2.860387	6.552507	0.006930	1.3
88	-0.272399	3.342767	6.422661	0.009091	1.4
89	-0.231084	4.321570	6.174394	0.009162	1.4
90	-0.246309	3.481260	6.386328	0.008196	1.4
91	-0.261928	4.481260	6.135700	0.006918	1.3
92	-0.263994	5.477960	5.904735	0.008076	1.3
93	-0.261280	6.427449	5.700324	0.008435	1.3
94	-0.268426	7.306965	5.523211	0.006954	1.2
95	-0.258621	8.306954	5.334753	0.008600	1.3
96	-0.249365	8.423604	5.313603	0.008055	1.3
97	-0.276598	7.761556	5.435914	0.007240	1.3
98	-0.271276	8.755097	5.254406	0.011870	1.2
99	-0.237879	9.755097	5.083559	0.007084	1.3
100	-0.231264	10.755043	4.923481	0.006914	1.3
101	-0.252027	9.914883	5.057284	0.012059	1.3
102	-0.254494	9.364219	5.149000	0.009623	1.2
103	-0.284193	10.364219	4.984832	0.008330	1.3
104	-0.284091	9.523910	5.122062	0.007024	1.3
105	-0.244036	9.144817	5.186475	0.007153	1.2
106	-0.256463	8.965574	5.217499	0.010624	1.3
107	-0.274489	8.125311	5.368024	0.010175	1.3
108	-0.260164	7.412566	5.502683	0.006373	1.3
109	-0.239773	8.412531	5.315603	0.007225	1.3
110	-0.248934	9.227438	5.172299	0.011290	1.3
111	-0.244854	10.225402	5.006992	0.008080	1.3
112	-0.261831	9.385100	5.145461	0.007817	1.4
113	-0.229922	10.383154	4.981824	0.009236	1.3
114	-0.236279	11.383142	4.827986	0.008483	1.3
115	-0.249867	12.383137	4.683363	0.006666	1.3
116	-0.261972	11.612881	4.793975	0.007648	1.4
117	-0.252595	10.772632	4.920755	0.008874	1.3
118	-0.248000	9.933505	5.054240	0.007025	1.3
119	-0.272888	10.894751	4.901915	0.011260	1.3
120	-0.242435	11.564075	4.801161	0.007219	1.3
121	-0.270386	12.533666	4.662340	0.005385	1.3
122	-0.268541	11.874988	4.755754	0.013644	1.3
123	-0.255031	11.034901	4.880469	0.012790	1.3
124	-0.253622	10.665578	4.937391	0.008395	1.3
125	-0.262865	11.653639	4.787992	0.005038	1.3
126	-0.274457	10.814555	4.914271	0.009890	1.4
127	-0.279902	9.974835	5.047496	0.007729	1.4
128	-0.265711	9.134525	5.188247	0.010675	1.3
129	-0.278656	10.134518	5.021608	0.007761	1.3
130	-0.265975	9.294275	5.160888	0.008446	1.3
131	-0.261273	9.337414	5.153549	0.011524	1.2
132	-0.262825	10.337412	4.989096	0.008402	1.2
133	-0.236844	9.500179	5.126047	0.005176	1.3
134	-0.231927	8.829692	5.241266	0.010310	1.3
135	-0.265458	9.826048	5.071858	0.009606	1.3
136	-0.260200	10.330226	4.990240	0.007318	1.3
137	-0.253368	10.996724	4.886293	0.009552	1.4
138	-0.269379	11.961403	4.743286	0.010282	1.3
139	-0.239292	12.847366	4.619129	0.008451	1.2
140	-0.255840	13.847366	4.486576	0.006283	1.3
141	-0.261340	13.009464	4.597113	0.008209	1.3
142	-0.261845	13.875213	4.482994	0.010307	1.4
143	-0.260580	14.805096	4.366567	0.008675	1.2
144	-0.268270	15.805022	4.247935	0.008407	1.2
145	-0.236368	16.335825	4.187542	0.005234	1.2
146	-0.244750	16.351048	4.185836	0.009005	1.3
147	-0.255228	16.877640	4.127642	0.011368	1.3
148	-0.247731	16.037747	4.221244	0.007280	1.4
149	-0.255168	16.930789	4.121859	0.008552	1.5
150	-0.257606	16.090788	4.215207	0.005275	1.6
151	-0.266962	15.282099	4.309160	0.013401	1.4
152	-0.238737	14.780443	4.369576	0.009370	1.4
153	-0.255595	15.780443	4.250774	0.007832	1.4
154	-0.262892	14.967928	4.346799	0.011328	1.6
155	-0.264881	14.127636	4.450779	0.007396	1.4
156	-0.252763	14.062885	4.458999	0.007525	2.1
157	-0.252277	14.349677	4.422823	0.007752	1.7
158	-0.274176	15.349673	4.301149	0.013566	2.2
159	-0.246866	14.814913	4.365370	0.005275	1.4
160	-0.276531	15.788475	4.249846	0.010716	1.5
161	-0.255689	16.788469	4.137383	0.007291	2.0
162	-0.261909	15.948601	4.231428	0.006655	1.7
163	-0.261967	15.729632	4.256655	0.009072	1.5
164	-0.250876	16.703262	4.146733	0.011232	1.7
165	-0.254087	15.862952	4.241260	0.010983	2.1
166	-0.258865	15.022644	4.340197	0.007222	1.6
167	-0.260623	14.183884	4.443664	0.009175	1.7
168	-0.245857	13.343579	4.552390	0.008387	2.3
169	-0.289634	12.503278	4.666569	0.007811	2.3
170	-0.288620	11.663078	4.786608	0.007324	1.7
171	-0.248918	12.401241	4.680825	0.006838	1.7
172	-0.265426	13.304530	4.557572	0.008372	1.9
173	-0.267945	14.303895	4.428558	0.009766	2.1
174	-0.254903	15.157830	4.323970	0.010110	1.8
175	-0.243953	14.317519	4.426850	0.008400	1.5
176	-0.240097	13.481715	4.534152	0.007433	2.3
177	-0.262440	12.789735	4.627007	0.008980	2.3
178	-0.248264	13.649464	4.512201	0.006349	1.6
179	-0.253374	14.513305	4.402444	0.011325	1.5
180	-0.245517	15.182781	4.320988	0.009194	1.6
181	-0.245164	16.182765	4.204780	0.010414	2.2
182	-0.263655	15.342455	4.302003	0.006214	1.6
183	-0.263836	14.502151	4.403828	0.007022	1.5
184	-0.260458	13.674804	4.508904	0.010445	2.1
185	-0.257082	14.674769	4.382519	0.007279	2.2
186	-0.264547	13.834458	4.488238	0.008047	1.8
187	-0.273345	12.994148	4.599184	0.007151	1.4
188	-0.255236	13.994136	4.467759	0.003974	1.6
189	-0.268498	13.412791	4.543234	0.009877	1.9
190	-0.258649	12.574842	4.656622	0.005294	1.7
191	-0.255926	12.848826	4.618930	0.008952	1.5
192	-0.260849	12.012615	4.735928	0.007140	2.0
193	-0.253252	13.009787	4.597069	0.011513	1.9
194	-0.246452	13.980754	4.469468	0.007627	2.5
195	-0.255548	14.958497	4.347939	0.008819	1.6
196	-0.284282	14.118464	4.451942	0.008235	1.6
197	-0.259939	15.118441	4.328685	0.005811	1.7
198	-0.246308	14.861429	4.359708	0.014808	1.5
199	-0.246808	14.021119	4.464316	0.010190	1.3
200	-0.263081	13.236844	4.566582	0.006399	1.6
201	-0.235943	12.405302	4.680256	0.007607	2.2
202	-0.258346	11.565014	4.801022	0.009581	2.4
203	-0.237563	11.027827	4.881547	0.011937	1.6
204	-0.266630	10.187996	5.012998	0.008947	1.8
205	-0.260530	9.347685	5.151805	0.007938	1.7
206	-0.274117	10.347313	4.987520	0.008069	1.9
207	-0.261520	11.308126	4.839196	0.007468	1.5
208	-0.266951	12.185871	4.711202	0.007189	1.7
209	-0.249534	11.345776	4.833563	0.009731	1.7
210	-0.254802	12.343805	4.688888	0.009581	1.4
211	-0.254629	13.206698	4.570606	0.008263	1.6
212	-0.256590	14.179862	4.444172	0.007824	1.3
213	-0.270646	15.179862	4.321336	0.008137	1.3
214	-0.257327	16.083338	4.216054	0.009462	1.4
215	-0.275358	17.082930	4.105392	0.009551	1.3
216	-0.290644	17.923937	4.016689	0.006809	1.4
217	-0.272465	17.083630	4.105316	0.009975	1.3
218	-0.259089	16.252483	4.196911	0.005460	1.3
219	-0.249688	15.412222	4.293760	0.005771	1.4
220	-0.257665	16.400122	4.180343	0.008021	1.4
221	-0.259365	15.914741	4.235310	0.008951	1.3
222	-0.239505	15.074552	4.333951	0.007666	1.2
223	-0.252444	14.234248	4.437312	0.006232	1.3
224	-0.238001	14.932491	4.351086	0.008183	1.3
225	-0.252111	14.118754	4.451905	0.006380	1.3
226	-0.273019	15.101636	4.330700	0.010818	1.2
227	-0.252771	14.261352	4.433901	0.010091	1.3
228	-0.285072	13.421055	4.542143	0.007822	1.9
229	-0.249102	12.593992	4.653968	0.008650	1.7
230	-0.252650	12.012195	4.735988	0.010006	1.9
231	-0.255171	11.171885	4.859689	0.008655	1.5
232	-0.255289	12.072084	4.727412	0.006565	1.4
233	-0.275732	12.237384	4.703901	0.008847	1.5
234	-0.249417	11.400277	4.825433	0.008515	1.4
235	-0.264517	10.688203	4.933866	0.008147	1.4
236	-0.263146	11.688202	4.782929	0.010181	1.3
237	-0.238422	12.687990	4.640982	0.013915	1.3
238	-0.264214	13.687947	4.507195	0.008588	1.3
239	-0.272862	14.687152	4.380998	0.009188	1.3
240	-0.257300	14.679480	4.381940	0.008362	1.3
241	-0.250054	14.744169	4.374010	0.006173	1.3
242	-0.239906	15.743794	4.255014	0.007139	1.5
243	-0.268738	14.903484	4.354601	0.011771	1.2
244	-0.256775	15.889375	4.238222	0.011226	1.2
245	-0.257099	16.887177	4.126603	0.007240	1.3
246	-0.265250	17.631613	4.047083	0.007378	1.3
247	-0.264081	16.791312	4.137071	0.008805	1.4
248	-0.259841	17.737339	4.036038	0.006799	1.2
249	-0.232826	17.007829	4.113504	0.006684	1.2
