1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
95	-0.110511	1.603503	340.976932	0.005241	2.8
96	-0.136007	1.620382	340.722500	0.005138	2.8
97	-0.043073	1.637261	340.468448	0.002237	2.6
98	-0.069395	1.654140	340.214774	0.003422	2.6
99	-0.060288	1.671019	339.961478	0.002238	2.9
100	-0.072557	1.687898	339.708559	0.003078	2.7
101	-0.078982	1.704777	339.456016	0.003975	2.5
102	-0.136172	1.721656	339.203848	0.006551	2.8
103	-0.069506	1.738535	338.952055	0.002137	3.1
104	-0.049035	1.755414	338.700635	0.002925	3.4
105	-0.266403	1.772293	338.449588	0.011790	3.2
106	-0.061731	1.789172	338.198912	0.002737	2.7
107	-0.055049	1.806051	337.948608	0.002084	3.6
108	-0.069559	1.822930	337.698674	0.002439	3.0
109	-0.133687	1.839809	337.449109	0.008900	2.8
110	-0.078126	1.856688	337.199913	0.002876	3.7
111	-0.392575	1.873567	336.951085	0.023065	2.3
112	-0.126277	1.890446	336.702624	0.003606	2.6
113	-0.070761	1.907325	336.454528	0.005422	2.8
114	-0.047882	1.924204	336.206799	0.003378	3.0
115	-0.108612	1.941083	335.959433	0.003816	4.0
116	-0.063789	1.957961	335.712432	0.002609	3.6
117	-0.059933	1.974840	335.465793	0.001996	3.5
118	-0.158745	1.991719	335.219517	0.004512	2.5
119	-0.086583	2.008598	334.973602	0.002871	3.0
120	-0.107434	2.025477	334.728047	0.005041	2.7
121	-0.051041	2.042356	334.482852	0.003263	4.0
122	-0.136906	2.059235	334.238016	0.005686	2.8
123	-0.073980	2.076114	333.993538	0.002695	3.1
124	-0.062708	2.092993	333.749418	0.003201	3.5
125	-0.037371	2.109872	333.505654	0.002138	3.6
126	-0.129897	2.126751	333.262246	0.003127	2.6
127	-0.114615	2.143630	333.019194	0.002861	3.3
128	-0.182067	2.160509	332.776495	0.010324	5.3
129	-0.081284	2.177388	332.534150	0.002761	3.9
130	-0.155534	2.194267	332.292157	0.004018	3.8
131	-0.053032	2.211146	332.050517	0.001859	3.3
132	-0.116158	2.228025	331.809228	0.003607	2.7
133	-0.114953	2.244904	331.568289	0.004963	3.6
134	-0.144526	2.261783	331.327700	0.002948	2.9
135	-0.037660	2.278662	331.087459	0.002193	2.8
136	-0.088120	2.295541	330.847567	0.002520	4.6
137	-0.131104	2.312420	330.608022	0.007646	3.1
138	-0.125423	2.329299	330.368824	0.003014	2.7
139	-0.105274	2.346178	330.129972	0.004309	3.7
140	-0.239533	2.363057	329.891465	0.006152	3.7
141	-0.052661	2.379936	329.653302	0.002933	3.2
142	-0.071568	2.396815	329.415483	0.002760	3.2
143	-0.108457	2.413694	329.178006	0.002676	2.8
144	-0.092582	2.430573	328.940872	0.005265	3.3
145	-0.157153	2.447452	328.704080	0.007978	4.5
146	-0.085198	2.464331	328.467627	0.002788	2.5
147	-0.078158	2.481210	328.231515	0.001811	3.1
148	-0.678933	2.498089	327.995742	0.033263	2.6
149	-0.159606	2.514968	327.760308	0.005897	3.1
150	-0.072810	2.531847	327.525211	0.003139	3.8
151	-0.104689	2.548726	327.290452	0.004056	3.2
152	-0.099307	2.565605	327.056028	0.005513	3.0
153	-0.162815	2.582484	326.821940	0.012878	3.1
154	-0.056227	2.599363	326.588188	0.002909	4.4
155	-0.101819	2.616242	326.354769	0.003607	3.4
156	-0.056893	2.633121	326.121683	0.001878	3.7
157	-0.091452	2.650000	325.888931	0.002248	3.3
158	-0.337132	2.666879	325.656510	0.037184	2.5
159	-0.038565	2.683758	325.424421	0.001762	4.8
160	-0.133541	2.700637	325.192662	0.003794	2.5
161	-0.062905	2.717516	324.961233	0.003837	3.1
162	-0.118121	2.734395	324.730133	0.003855	3.2
163	-0.119521	2.751273	324.499362	0.006628	4.5
164	-0.063760	2.768152	324.268918	0.004161	3.5
165	-0.121814	2.785031	324.038802	0.005043	3.6
166	-0.199376	2.801910	323.809011	0.005670	2.9
167	-0.165844	2.818789	323.579547	0.006195	5.0
168	-0.061549	2.835668	323.350408	0.003703	4.3
169	-0.201990	2.852547	323.121592	0.006262	3.7
170	-0.061856	2.869426	322.893101	0.002412	4.1
171	-0.180877	2.886305	322.664932	0.009792	3.4
172	-0.128132	2.903184	322.437086	0.007350	4.8
173	-0.079782	2.920063	322.209561	0.002122	4.6
174	-0.144163	2.936942	321.982357	0.004090	5.9
175	-0.094455	2.953821	321.755473	0.004199	3.9
176	-0.167623	2.970700	321.528909	0.004926	4.4
177	-0.098606	2.987579	321.302664	0.003591	4.8
178	-0.055542	3.004458	321.076736	0.002174	7.0
179	-0.169343	3.021337	320.851127	0.012752	3.3
180	-0.054207	3.038216	320.625834	0.001316	4.8
181	-0.100215	3.055095	320.400857	0.003163	5.6
182	-0.116474	3.071974	320.176196	0.004174	6.9
183	-0.195363	3.088853	319.951849	0.006652	6.0
184	-0.068986	3.105732	319.727817	0.002164	6.0
185	-0.282991	3.122611	319.504099	0.013136	6.4
186	-0.104722	3.139490	319.280693	0.002370	8.3
187	-0.050114	3.156369	319.057599	0.004050	8.5
188	-0.080693	3.173248	318.834817	0.003468	5.5
189	-0.021168	3.190127	318.612346	0.001151	6.7
190	-0.122243	3.207006	318.390185	0.003875	5.8
191	-0.115265	3.223885	318.168334	0.003487	5.7
192	-0.051501	3.240764	317.946791	0.002553	7.2
193	-0.056498	3.257643	317.725557	0.002162	6.9
194	-0.412540	3.274522	317.504631	0.037934	5.0
195	-0.077348	3.291401	317.284011	0.003852	5.4
196	-0.095115	3.308280	317.063698	0.003888	5.7
197	-0.229042	3.325159	316.843691	0.010171	4.2
198	-0.065638	3.342038	316.623989	0.003719	4.3
199	-0.094084	3.358917	316.404591	0.004756	4.7
