1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
102	-0.095135	14.190297	230.884692	0.001722	2.1
103	-0.128118	14.329417	229.975512	0.003453	2.4
104	-0.081831	14.468538	229.073464	0.001473	2.5
105	-0.095347	14.607658	228.178465	0.001334	2.3
106	-0.363258	14.746779	227.290432	0.012706	2.0
107	-0.112156	14.885899	226.409285	0.001417	2.5
108	-0.172516	15.025020	225.534943	0.003945	2.1
109	-0.102816	15.164140	224.667328	0.001483	2.3
110	-0.087286	15.303261	223.806363	0.001243	2.3
111	-0.177052	15.442382	222.951971	0.004979	2.3
112	-0.210052	15.581502	222.104078	0.003100	2.5
113	-0.184113	15.720623	221.262610	0.004942	2.5
114	-0.294073	15.859743	220.427493	0.006849	2.1
115	-0.101746	15.998864	219.598657	0.001854	2.6
116	-0.089970	16.137984	218.776031	0.001598	2.8
117	-0.110519	16.277105	217.959544	0.003155	2.7
118	-0.232230	16.416225	217.149130	0.003887	1.8
119	-0.197035	16.555346	216.344720	0.009402	2.0
120	-0.224533	16.694467	215.546247	0.001675	1.9
121	-0.086164	16.833587	214.753647	0.002323	2.5
122	-0.203425	16.972708	213.966854	0.003675	2.1
123	-0.177542	17.111828	213.185806	0.001802	2.3
124	-0.249196	17.250949	212.410439	0.010411	2.0
125	-0.064004	17.390069	211.640691	0.001445	2.6
126	-0.210896	17.529190	210.876502	0.005850	2.0
127	-0.150790	17.668310	210.117813	0.010499	2.0
128	-0.248611	17.807431	209.364562	0.002751	2.3
129	-0.108406	17.946552	208.616693	0.004361	2.1
130	-0.306087	18.085672	207.874148	0.007510	1.9
131	-0.267369	18.224793	207.136871	0.010620	1.9
132	-0.133120	18.363913	206.404804	0.005090	2.0
133	-0.142740	18.503034	205.677894	0.002068	2.6
134	-0.121186	18.642154	204.956086	0.003303	2.1
135	-0.231638	18.781275	204.239327	0.006306	1.8
136	-0.066199	18.920395	203.527563	0.002082	2.4
137	-0.275145	19.059516	202.820743	0.003671	1.9
138	-0.135972	19.198637	202.118816	0.005645	2.1
139	-0.188514	19.337757	201.421730	0.001933	2.0
140	-0.094827	19.476878	200.729436	0.003863	2.4
141	-0.247241	19.615998	200.041884	0.012656	1.7
142	-0.241382	19.755119	199.359027	0.008647	1.7
143	-0.200519	19.894239	198.680815	0.004906	1.8
144	-0.260275	20.033360	198.007203	0.004211	1.6
145	-0.232375	20.172480	197.338142	0.003275	1.7
146	-0.268499	20.311601	196.673588	0.004346	1.7
147	-0.140776	20.450722	196.013495	0.001582	2.1
148	-0.142944	20.589842	195.357818	0.006361	2.3
149	-0.286522	20.728963	194.706513	0.005529	2.1
150	-0.127515	20.868083	194.059536	0.001447	2.2
151	-0.075129	21.007204	193.416845	0.001878	2.1
152	-0.075078	21.146324	192.778396	0.001817	2.1
153	-0.089737	21.285445	192.144149	0.001005	2.2
154	-0.100957	21.424565	191.514061	0.001990	2.2
155	-0.222905	21.563686	190.888092	0.001908	2.2
156	-0.111254	21.702806	190.266202	0.004576	2.0
157	-0.106870	21.841927	189.648351	0.001808	1.9
158	-0.105000	21.981048	189.034499	0.002731	2.1
159	-0.137505	22.120168	188.424608	0.004112	2.2
160	-0.157284	22.259289	187.818641	0.002453	2.3
161	-0.142546	22.398409	187.216558	0.001773	2.4
162	-0.208929	22.537530	186.618323	0.002060	2.1
163	-0.072210	22.676650	186.023899	0.003177	2.7
164	-0.139861	22.815771	185.433250	0.001012	2.2
165	-0.166062	22.954891	184.846340	0.004908	2.2
166	-0.180408	23.094012	184.263133	0.006822	2.1
167	-0.873232	23.233133	183.683595	0.008903	1.8
168	-0.146203	23.372253	183.107691	0.001619	2.4
169	-0.165296	23.511374	182.535386	0.002492	2.2
170	-0.133056	23.650494	181.966649	0.002280	2.4
171	-0.075897	23.789615	181.401444	0.002115	2.1
172	-0.082808	23.928735	180.839739	0.002016	2.7
173	-0.117006	24.067856	180.281503	0.003328	3.2
174	-0.127563	24.206976	179.726702	0.002449	2.7
175	-0.247016	24.346097	179.175306	0.007794	2.3
176	-0.117882	24.485218	178.627282	0.004192	2.7
177	-0.061852	24.624338	178.082601	0.001214	2.8
178	-0.178993	24.763459	177.541231	0.003537	2.2
179	-0.483966	24.902579	177.003143	0.014396	2.0
180	-0.159371	25.041700	176.468307	0.004020	2.1
181	-0.105368	25.180820	175.936693	0.002218	2.8
182	-0.130353	25.319941	175.408272	0.002906	3.3
183	-0.117498	25.459061	174.883016	0.001968	3.5
184	-0.081182	25.598182	174.360897	0.002636	3.2
185	-0.609250	25.737303	173.841885	0.009563	2.9
186	-0.123383	25.876423	173.325955	0.001081	3.4
187	-0.126801	26.015544	172.813078	0.001445	3.5
188	-0.337718	26.154664	172.303227	0.006237	2.6
189	-0.291498	26.293785	171.796375	0.012434	2.2
190	-0.179044	26.432905	171.292497	0.000955	2.4
191	-0.101296	26.572026	170.791566	0.001818	2.6
192	-0.127285	26.711146	170.293556	0.003282	2.6
193	-0.172857	26.850267	169.798442	0.002601	3.1
194	-0.194375	26.989388	169.306199	0.002089	3.5
195	-0.173672	27.128508	168.816801	0.003260	2.5
196	-0.170193	27.267629	168.330225	0.003721	2.5
197	-0.060075	27.406749	167.846446	0.002908	2.5
198	-0.120785	27.545870	167.365439	0.001763	2.8
199	-0.517418	27.684990	166.887181	0.008663	2.6
