1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
42	-0.139670	-0.145690	0.000001	12.600091	923.792756	0.001424	0.000000	0.001268	6.6	9.7	17.1
43	-0.133441	-0.139663	0.000001	12.196620	935.020511	0.001276	0.000000	0.001142	6.7	9.4	17.0
44	-0.119943	-0.126252	0.000001	11.806830	946.129830	0.001186	0.000000	0.001230	7.1	10.6	18.5
45	-0.112920	-0.119049	0.000001	12.806827	918.143582	0.001035	0.000000	0.000989	6.4	8.2	15.4
46	-0.139952	-0.146174	0.000001	13.730403	893.727632	0.000958	0.000000	0.000981	6.0	8.2	14.9
47	-0.130375	-0.136421	0.000001	14.722558	868.905320	0.001620	0.000000	0.001659	5.7	8.3	14.7
48	-0.127638	-0.133611	0.000001	14.319087	878.831342	0.001393	0.000000	0.001186	6.7	8.8	16.2
49	-0.134452	-0.140554	0.000001	15.319087	854.633836	0.001425	0.000000	0.001198	7.1	10.8	18.7
50	-0.141251	-0.147258	0.000001	14.915617	864.234663	0.001264	0.000000	0.001328	7.4	10.0	18.4
51	-0.123338	-0.129350	0.000001	15.915617	840.823577	0.002288	0.000000	0.002138	8.4	10.5	20.1
52	-0.142634	-0.148984	0.000001	15.512146	850.114948	0.001781	0.000000	0.001429	8.8	11.6	21.3
53	-0.110420	-0.117128	0.000001	15.108675	859.613958	0.000947	0.000000	0.001032	9.1	12.7	22.7
54	-0.137515	-0.143997	0.000001	16.108674	836.449194	0.001334	0.000000	0.001337	10.0	10.6	21.7
55	-0.134209	-0.140454	0.000001	15.737329	844.904128	0.001583	0.000000	0.001280	7.0	9.2	17.1
56	-0.124753	-0.131283	0.000001	16.737329	822.515046	0.001148	0.000000	0.001146	6.9	8.9	16.7
57	-0.127349	-0.133661	0.000001	16.524696	827.175810	0.001213	0.000000	0.001222	6.7	8.8	16.3
58	-0.115063	-0.121283	0.000001	16.121225	836.166391	0.001407	0.000000	0.001160	6.7	8.9	16.3
59	-0.133156	-0.139715	0.000001	17.121222	814.232057	0.001395	0.000000	0.001546	6.6	8.5	16.0
60	-0.113250	-0.119452	0.000001	18.121222	793.419004	0.001394	0.000000	0.001030	6.5	8.4	15.8
61	-0.113159	-0.119474	0.000001	19.121222	773.643460	0.001226	0.000000	0.001126	6.9	10.1	18.1
62	-0.122005	-0.128401	0.000001	18.730491	781.251889	0.001016	0.000000	0.000960	7.6	9.2	17.7
63	-0.123996	-0.130336	0.000001	19.722094	762.228008	0.001317	0.000000	0.001080	8.5	11.0	20.4
64	-0.147156	-0.153379	0.000001	19.491632	766.566313	0.001313	0.000000	0.001055	8.8	11.0	20.7
65	-0.117384	-0.123818	0.000001	19.088887	774.267457	0.000957	0.000000	0.001055	6.9	10.9	18.7
66	-0.112351	-0.118491	0.000001	20.079227	755.601389	0.001209	0.000000	0.001167	8.3	9.8	19.0
67	-0.131991	-0.138247	0.000001	19.675756	763.096350	0.001732	0.000000	0.001518	8.2	9.0	18.2
68	-0.140987	-0.147351	0.000001	20.357181	750.523135	0.002078	0.000000	0.002000	7.4	9.6	17.8
69	-0.129175	-0.135580	0.000001	21.357100	732.805618	0.001436	0.000000	0.001417	7.3	8.9	17.2
70	-0.124282	-0.130722	0.000001	20.953629	739.853060	0.001122	0.000000	0.000841	6.9	8.9	16.7
71	-0.126472	-0.132863	0.000001	20.856218	741.574895	0.001293	0.000000	0.000940	6.7	8.5	16.3
72	-0.142403	-0.148951	0.000001	20.452748	748.792844	0.001503	0.000000	0.001520	8.3	10.9	20.4
73	-0.132540	-0.138879	0.000001	21.304668	733.713852	0.001404	0.000000	0.001264	7.8	10.7	19.7
74	-0.120588	-0.127044	0.000001	22.304668	716.770785	0.001625	0.000000	0.001506	7.8	12.0	20.7
75	-0.134796	-0.141194	0.000001	23.304665	700.592614	0.001010	0.000000	0.001012	7.3	10.1	18.2
76	-0.133458	-0.139665	0.000001	24.230719	686.248675	0.001492	0.000000	0.001458	7.4	9.6	17.9
77	-0.121507	-0.127854	0.000001	23.827248	692.425306	0.000917	0.000000	0.000837	7.7	9.0	17.6
78	-0.111492	-0.117610	0.000001	24.827247	677.315849	0.001012	0.000000	0.000975	8.5	7.6	17.1
79	-0.131124	-0.137139	0.000001	24.423779	683.331979	0.001161	0.000000	0.001066	6.9	8.9	16.7
80	-0.134039	-0.140146	0.000001	24.508280	682.063154	0.001113	0.000000	0.000791	6.7	9.1	16.7
81	-0.128446	-0.134473	0.000001	25.501380	667.496763	0.001109	0.000000	0.001117	6.8	8.1	15.8
82	-0.141714	-0.147473	0.000001	26.499306	653.473146	0.000982	0.000000	0.000963	5.8	9.0	15.7
83	-0.127136	-0.133143	0.000001	27.499149	640.001345	0.001248	0.000000	0.000979	6.3	8.3	15.4
84	-0.122506	-0.128377	0.000001	28.436723	627.863637	0.001912	0.000000	0.001805	5.9	7.6	14.3
85	-0.130869	-0.137061	0.000001	28.033252	633.030024	0.001107	0.000000	0.001067	7.8	9.3	18.2
86	-0.127999	-0.134030	0.000001	27.640064	638.147201	0.001536	0.000000	0.001529	7.6	11.0	19.6
87	-0.120564	-0.126333	0.000001	27.236995	643.479574	0.001167	0.000000	0.001000	8.4	9.2	18.5
88	-0.124991	-0.130926	0.000001	26.833524	648.907259	0.000987	0.000000	0.000864	7.8	10.7	19.4
89	-0.131269	-0.137194	0.000001	26.430060	654.427192	0.001537	0.000000	0.001211	7.5	9.6	18.0
90	-0.122048	-0.128164	0.000001	26.027469	660.029581	0.000961	0.000000	0.000769	7.7	9.8	18.8
91	-0.138428	-0.144569	0.000001	25.633298	665.608533	0.001518	0.000000	0.001308	6.1	9.1	16.0
92	-0.125852	-0.132007	0.000001	26.627423	651.715310	0.001195	0.000000	0.001335	6.8	9.1	16.7
93	-0.132847	-0.138684	0.000001	27.627423	638.313092	0.001139	0.000000	0.000970	5.9	8.6	15.3
94	-0.131442	-0.137530	0.000001	27.618451	638.430886	0.001116	0.000000	0.001111	6.0	8.4	15.2
95	-0.125948	-0.131848	0.000001	28.197674	630.914396	0.001334	0.000000	0.001211	6.3	8.8	16.0
96	-0.141980	-0.147913	0.000001	27.794204	636.131313	0.001164	0.000000	0.001175	6.1	9.5	16.4
97	-0.129584	-0.135446	0.000001	27.390757	641.434909	0.001558	0.000000	0.001595	7.6	10.6	19.1
98	-0.127709	-0.133291	0.000001	28.390757	628.447969	0.000999	0.000000	0.000929	8.2	10.3	19.3
99	-0.134768	-0.140575	0.000001	27.987305	633.623765	0.001098	0.000000	0.000866	8.9	10.1	20.1
100	-0.117405	-0.123011	0.000001	27.584046	638.882990	0.001349	0.000000	0.001131	8.3	10.2	19.6
101	-0.146773	-0.152513	0.000001	27.180575	644.233085	0.001060	0.000000	0.001078	8.3	11.4	21.0
102	-0.134409	-0.140173	0.000001	28.180575	631.133748	0.001270	0.000000	0.001156	8.2	9.4	18.7
103	-0.157398	-0.163232	0.000001	28.766965	623.697278	0.001733	0.000000	0.001625	6.5	9.2	16.6
104	-0.120178	-0.125985	0.000001	28.363494	628.795047	0.001133	0.000000	0.001139	6.4	8.6	15.8
105	-0.131127	-0.136692	0.000001	29.363494	616.309912	0.001329	0.000000	0.001283	6.0	7.5	14.2
106	-0.127353	-0.132868	0.000001	28.960023	621.287154	0.001397	0.000000	0.001422	6.0	8.5	15.3
107	-0.146286	-0.151796	0.000001	28.556552	626.345442	0.000956	0.000000	0.000871	6.0	8.4	15.2
108	-0.137578	-0.143096	0.000001	29.556552	613.956436	0.001168	0.000000	0.001044	6.3	10.2	17.4
109	-0.129231	-0.134732	0.000001	29.438640	615.391711	0.001508	0.000000	0.001413	7.2	9.3	17.8
110	-0.123821	-0.129309	0.000001	29.035169	620.354073	0.001222	0.000000	0.001202	6.6	9.1	16.6
111	-0.151065	-0.156506	0.000001	30.034727	608.203921	0.001119	0.000000	0.000994	6.8	11.0	18.8
112	-0.126947	-0.132362	0.000001	30.775667	599.500160	0.001818	0.000000	0.001818	8.4	9.6	19.4
113	-0.132542	-0.137955	0.000001	30.372197	604.208548	0.001388	0.000000	0.001212	8.1	10.5	19.5
114	-0.135647	-0.141154	0.000001	29.968726	608.991492	0.001922	0.000000	0.001817	8.4	9.5	18.7
115	-0.138501	-0.143885	0.000001	29.565255	613.850765	0.000977	0.000000	0.001073	7.6	9.4	17.9
116	-0.137298	-0.142645	0.000001	30.565255	601.946417	0.001330	0.000000	0.001200	6.4	8.7	16.2
117	-0.122012	-0.127409	0.000001	30.199732	606.243812	0.001274	0.000000	0.001032	6.5	8.7	16.1
118	-0.130629	-0.136148	0.000001	29.796521	611.056035	0.000708	0.000000	0.000674	5.9	7.5	14.1
119	-0.128757	-0.134078	0.000001	30.106927	607.344696	0.000996	0.000000	0.000984	6.0	8.4	15.1
120	-0.129469	-0.134774	0.000001	29.703487	612.177240	0.001101	0.000000	0.000961	6.4	8.7	15.8
121	-0.127119	-0.132478	0.000001	29.365444	616.286051	0.001255	0.000000	0.001270	7.4	10.4	18.7
122	-0.124708	-0.129874	0.000001	29.024140	620.490848	0.000816	0.000000	0.000684	8.2	9.3	18.4
123	-0.129772	-0.135012	0.000001	28.620878	625.533485	0.001553	0.000000	0.001361	7.5	10.7	19.1
124	-0.129329	-0.134643	0.000001	29.150072	618.932723	0.000859	0.000000	0.000833	7.0	9.3	17.4
125	-0.133632	-0.138863	0.000001	28.812752	623.123991	0.001676	0.000000	0.001383	7.2	9.9	17.9
126	-0.130736	-0.136270	0.000001	28.438329	627.843244	0.000727	0.000000	0.000816	7.1	10.5	18.5
127	-0.129989	-0.135486	0.000001	29.438324	615.395560	0.001318	0.000000	0.001121	7.1	9.3	17.7
128	-0.124202	-0.129610	0.000001	30.429135	603.539623	0.002038	0.000000	0.002081	7.0	10.6	18.4
129	-0.144177	-0.149538	0.000001	31.429135	592.028091	0.001508	0.000000	0.001476	8.7	8.9	18.6
130	-0.122655	-0.127851	0.000001	32.398385	581.282015	0.001304	0.000000	0.001167	7.1	8.7	16.6
131	-0.132891	-0.138199	0.000001	33.398385	570.596366	0.001349	0.000000	0.001529	7.3	8.9	17.1
132	-0.136460	-0.141467	0.000001	34.393172	560.349224	0.001211	0.000000	0.001245	7.6	9.3	17.9
133	-0.142064	-0.147163	0.000001	33.989701	564.460624	0.001087	0.000000	0.001111	7.5	10.6	19.8
134	-0.150989	-0.156023	0.000001	33.596957	568.521074	0.001104	0.000000	0.000980	7.8	11.0	19.7
135	-0.148097	-0.153175	0.000001	34.596957	558.295315	0.000769	0.000000	0.000851	8.2	11.3	20.3
136	-0.137132	-0.141949	0.000001	35.153404	552.762944	0.000966	0.000000	0.000914	8.7	10.5	20.0
137	-0.113827	-0.118583	0.000001	35.306252	551.262425	0.001071	0.000000	0.001021	8.2	9.8	18.9
138	-0.140723	-0.145608	0.000001	34.902781	555.241089	0.001133	0.000000	0.000967	7.8	9.4	18.2
139	-0.118788	-0.123742	0.000001	35.040183	553.879715	0.001640	0.000000	0.001755	6.9	9.5	17.7
140	-0.133870	-0.138500	0.000001	34.731854	556.943981	0.000885	0.000000	0.000702	7.0	9.1	17.0
141	-0.120957	-0.125839	0.000001	34.329304	560.996043	0.001115	0.000000	0.001070	5.8	8.0	14.6
142	-0.117346	-0.122206	0.000001	35.048127	553.801218	0.001736	0.000000	0.001767	5.9	8.2	15.0
143	-0.140071	-0.144810	0.000001	34.644656	557.816745	0.000915	0.000000	0.000790	6.2	8.5	15.4
144	-0.138851	-0.143515	0.000001	35.520892	549.168981	0.000999	0.000000	0.000891	7.7	10.5	19.0
145	-0.132060	-0.136735	0.000001	35.117423	553.117362	0.000710	0.000000	0.000662	8.4	9.8	19.1
146	-0.140284	-0.144940	0.000001	34.743309	556.829532	0.001180	0.000000	0.001200	6.6	10.4	17.8
147	-0.147864	-0.152424	0.000001	34.434333	559.933150	0.001143	0.000000	0.001023	7.1	10.4	18.6
148	-0.110925	-0.115474	0.000001	34.030878	564.038260	0.001164	0.000000	0.001079	7.7	9.5	18.4
149	-0.127264	-0.131881	0.000001	33.628046	568.197526	0.001107	0.000000	0.001040	8.1	10.6	19.7
150	-0.121341	-0.125977	0.000001	34.222089	562.085236	0.001008	0.000000	0.001010	7.4	9.2	17.6
151	-0.150645	-0.155326	0.000001	33.818618	566.222242	0.001821	0.000000	0.001866	7.0	8.9	16.8
152	-0.125745	-0.130245	0.000001	33.415147	570.420599	0.001132	0.000000	0.001023	6.8	9.0	16.7
153	-0.132081	-0.136646	0.000001	34.414838	560.130140	0.001093	0.000000	0.001043	7.0	9.0	17.0
154	-0.131013	-0.135478	0.000001	34.011371	564.238271	0.000709	0.000000	0.000617	6.8	9.0	16.9
155	-0.132300	-0.136673	0.000001	34.160603	562.711772	0.001011	0.000000	0.001016	7.3	8.9	17.1
156	-0.124623	-0.129078	0.000001	34.756491	556.697892	0.001140	0.000000	0.000947	8.1	10.9	20.3
157	-0.142597	-0.147147	0.000001	35.542954	548.954707	0.001414	0.000000	0.001321	8.0	12.3	21.3
158	-0.118453	-0.122936	0.000001	35.139490	552.899939	0.000929	0.000000	0.000924	8.6	10.4	19.8
159	-0.146550	-0.151058	0.000001	34.747530	556.787369	0.001403	0.000000	0.001252	9.2	10.1	20.6
160	-0.139795	-0.144407	0.000001	35.632141	548.090183	0.001271	0.000000	0.001193	8.7	11.2	21.1
161	-0.136672	-0.141202	0.000001	36.608382	538.802159	0.002129	0.000000	0.002030	7.1	9.2	17.2
162	-0.144069	-0.148696	0.000001	37.608382	529.608897	0.001142	0.000000	0.000923	6.6	8.4	15.8
163	-0.113407	-0.118000	0.000001	37.204911	533.280096	0.000975	0.000000	0.001041	6.6	8.3	15.7
164	-0.127114	-0.131757	0.000001	38.204892	524.272904	0.001036	0.000000	0.000852	6.9	8.4	16.2
165	-0.133226	-0.137996	0.000001	38.614527	520.670420	0.001967	0.000000	0.001839	6.3	8.6	15.9
166	-0.136967	-0.141743	0.000001	38.211093	524.218002	0.001429	0.000000	0.001149	6.3	8.4	15.4
167	-0.117316	-0.122278	0.000001	37.809327	527.799283	0.001487	0.000000	0.001602	6.8	8.8	16.5
168	-0.133112	-0.137862	0.000001	38.809327	518.974585	0.001009	0.000000	0.000800	7.3	8.7	17.1
169	-0.128172	-0.132841	0.000001	39.809187	510.441306	0.001500	0.000000	0.001416	7.9	9.6	18.6
170	-0.133742	-0.138444	0.000001	40.162869	507.489611	0.001288	0.000000	0.001197	7.1	10.5	18.9
171	-0.150304	-0.155193	0.000001	41.162793	499.326354	0.001146	0.000000	0.001170	9.3	9.6	20.2
172	-0.125104	-0.129912	0.000001	42.126185	491.705948	0.001118	0.000000	0.001142	9.0	9.2	19.1
173	-0.126543	-0.131197	0.000001	41.722714	494.868901	0.001230	0.000000	0.001172	7.5	7.7	16.2
174	-0.124639	-0.129316	0.000001	41.319243	498.072811	0.001039	0.000000	0.000857	7.2	9.4	17.3
175	-0.139645	-0.144367	0.000001	41.452944	497.006526	0.001070	0.000000	0.000971	6.9	8.6	16.3
176	-0.126454	-0.131200	0.000001	41.050579	500.229348	0.000967	0.000000	0.000780	6.8	7.5	15.1
177	-0.141404	-0.146190	0.000001	42.049897	492.300896	0.001173	0.000000	0.000968	6.7	8.5	15.9
178	-0.120346	-0.125091	0.000001	42.977178	485.165522	0.001095	0.000000	0.001199	6.4	8.3	15.5
179	-0.147346	-0.151973	0.000001	43.444158	481.649878	0.001490	0.000000	0.001556	7.3	10.2	18.6
180	-0.147484	-0.151976	0.000001	43.044950	484.652117	0.001451	0.000000	0.001347	7.6	9.3	17.8
181	-0.137400	-0.142006	0.000001	42.641479	487.724689	0.000835	0.000000	0.000874	7.8	10.4	19.1
182	-0.130853	-0.135483	0.000001	43.080703	484.381713	0.001381	0.000000	0.001332	7.9	11.0	20.5
183	-0.126967	-0.131462	0.000001	44.080451	476.940773	0.001301	0.000000	0.001240	8.7	10.7	20.6
184	-0.126716	-0.131270	0.000001	43.676980	479.916047	0.001017	0.000000	0.001096	8.4	10.0	19.6
185	-0.135228	-0.139556	0.000001	43.273512	482.928657	0.001089	0.000000	0.001113	9.1	9.2	19.2
186	-0.130048	-0.134374	0.000001	42.870041	485.979347	0.001627	0.000000	0.001454	7.9	9.0	17.7
187	-0.134782	-0.139230	0.000001	43.870041	478.487763	0.000808	0.000000	0.000798	7.1	8.8	16.8
188	-0.136355	-0.140738	0.000001	44.870040	471.223653	0.001020	0.000000	0.000854	6.6	7.6	15.0
189	-0.132261	-0.136682	0.000001	45.686223	465.456269	0.001324	0.000000	0.001178	6.1	8.5	15.4
190	-0.125140	-0.129688	0.000001	45.282773	468.289409	0.000830	0.000000	0.000655	7.7	9.6	18.1
191	-0.129769	-0.134219	0.000001	46.087502	462.672177	0.000801	0.000000	0.000914	7.6	9.5	17.9
192	-0.148370	-0.152784	0.000001	45.686528	465.454140	0.001297	0.000000	0.001292	7.5	10.8	19.5
193	-0.130788	-0.135242	0.000001	46.686428	458.578206	0.001106	0.000000	0.000924	8.0	10.6	19.5
194	-0.144457	-0.148871	0.000001	47.686086	451.904053	0.001081	0.000000	0.001058	8.4	9.6	18.9
195	-0.117475	-0.121869	0.000001	47.282642	454.574106	0.000874	0.000000	0.000853	7.1	10.2	18.1
196	-0.126649	-0.131156	0.000001	46.905552	457.098421	0.002341	0.000000	0.002246	7.1	8.7	16.8
197	-0.135192	-0.139589	0.000001	47.905552	450.464726	0.002186	0.000000	0.001949	7.7	9.1	17.7
198	-0.118391	-0.122980	0.000001	47.502081	453.117922	0.001238	0.000000	0.001133	7.0	8.8	16.6
199	-0.144244	-0.148907	0.000001	48.502081	446.598435	0.001544	0.000000	0.001518	7.3	8.7	16.8
