1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
110	-0.053842	-0.056344	0.000000	1.400502	156.240397	0.003184	0.000000	0.003818	9.0	12.7	23.0
111	-0.054248	-0.056769	0.000000	1.410540	156.170415	0.002725	0.000000	0.003477	8.4	10.9	20.6
112	-0.058756	-0.061340	0.000000	1.428708	156.043917	0.003249	0.000000	0.003900	9.3	11.5	22.3
113	-0.058264	-0.060822	0.000000	1.436848	155.987302	0.003129	0.000000	0.003895	8.6	10.5	20.6
114	-0.049524	-0.052073	0.000000	1.456890	155.848087	0.003000	0.000000	0.003696	7.6	11.2	19.9
115	-0.055712	-0.058230	0.000000	1.472635	155.738898	0.002714	0.000000	0.003473	8.2	10.7	20.0
116	-0.052112	-0.054619	0.000000	1.485790	155.647786	0.002637	0.000000	0.003314	7.9	8.7	17.7
117	-0.052524	-0.054952	0.000000	1.498469	155.560068	0.003262	0.000000	0.003848	7.8	8.7	17.7
118	-0.053859	-0.056186	0.000000	1.511021	155.473328	0.003418	0.000000	0.003937	7.6	10.3	19.5
119	-0.052982	-0.055523	0.000000	1.524721	155.378768	0.002865	0.000000	0.003612	8.6	11.4	21.7
120	-0.047300	-0.049812	0.000000	1.545885	155.232912	0.002794	0.000000	0.003459	8.7	11.7	21.6
121	-0.047867	-0.050267	0.000000	1.556494	155.159905	0.002779	0.000000	0.003608	10.0	11.9	23.4
122	-0.058815	-0.061293	0.000000	1.569098	155.073253	0.002680	0.000000	0.003374	8.8	11.6	21.7
123	-0.055444	-0.057822	0.000000	1.581749	154.986375	0.002924	0.000000	0.003488	9.3	11.5	22.6
124	-0.061221	-0.063785	0.000000	1.594784	154.896965	0.003564	0.000000	0.004120	9.0	11.4	21.6
125	-0.040966	-0.043426	0.000000	1.610443	154.789684	0.002989	0.000000	0.003655	7.8	10.2	19.2
126	-0.049857	-0.052290	0.000000	1.628946	154.663121	0.002392	0.000000	0.003226	8.1	11.1	20.5
127	-0.054933	-0.057264	0.000000	1.646718	154.541752	0.003958	0.000000	0.004224	7.4	9.9	18.4
128	-0.055523	-0.058088	0.000000	1.658966	154.458214	0.003139	0.000000	0.003844	7.9	12.0	21.0
129	-0.055277	-0.057832	0.000000	1.687526	154.263775	0.003209	0.000000	0.003906	9.1	11.0	21.5
130	-0.051353	-0.053924	0.000000	1.707280	154.129577	0.003394	0.000000	0.004072	8.9	12.4	22.5
131	-0.054459	-0.056945	0.000000	1.722716	154.024873	0.002695	0.000000	0.003433	9.3	12.2	22.7
132	-0.047170	-0.049574	0.000000	1.740429	153.904896	0.002781	0.000000	0.003412	10.3	13.3	24.9
133	-0.061631	-0.064061	0.000000	1.749461	153.843793	0.003153	0.000000	0.003673	9.2	11.2	21.5
134	-0.060402	-0.062820	0.000000	1.757436	153.789886	0.002889	0.000000	0.003574	8.1	8.5	17.8
135	-0.056410	-0.058805	0.000000	1.775361	153.668843	0.002947	0.000000	0.003599	7.5	8.7	17.3
136	-0.050407	-0.052709	0.000000	1.783640	153.613005	0.002715	0.000000	0.003407	7.4	8.5	17.0
137	-0.069210	-0.071585	0.000000	1.800100	153.502105	0.002886	0.000000	0.003473	7.9	10.3	19.3
138	-0.054952	-0.057270	0.000000	1.810994	153.428797	0.002746	0.000000	0.003368	7.8	12.2	21.1
139	-0.059166	-0.061534	0.000000	1.824722	153.336522	0.002847	0.000000	0.003490	8.7	11.7	21.5
140	-0.053136	-0.055489	0.000000	1.837514	153.250630	0.002827	0.000000	0.003461	10.0	11.5	22.7
141	-0.045613	-0.047935	0.000000	1.850225	153.165381	0.002834	0.000000	0.003460	11.1	13.4	26.0
142	-0.046759	-0.049036	0.000000	1.864107	153.072389	0.002418	0.000000	0.003124	10.8	12.8	24.8
143	-0.046941	-0.049248	0.000000	1.874887	153.000251	0.002801	0.000000	0.003273	8.9	12.8	23.1
144	-0.049507	-0.051849	0.000000	1.883633	152.941776	0.002638	0.000000	0.003358	9.2	10.4	20.7
145	-0.047626	-0.049896	0.000000	1.896093	152.858541	0.002622	0.000000	0.003261	8.2	10.3	19.6
146	-0.055017	-0.057284	0.000000	1.905465	152.795999	0.002952	0.000000	0.003526	7.4	8.6	17.3
147	-0.047295	-0.049741	0.000000	1.915360	152.730021	0.002654	0.000000	0.003380	7.2	10.5	19.0
148	-0.055046	-0.057286	0.000000	1.929200	152.637831	0.003046	0.000000	0.003564	7.8	12.3	21.1
149	-0.057222	-0.059536	0.000000	1.942431	152.549805	0.002895	0.000000	0.003499	10.1	12.8	24.2
150	-0.051624	-0.053954	0.000000	1.958627	152.442190	0.002885	0.000000	0.003541	11.5	11.6	24.5
151	-0.049068	-0.051343	0.000000	1.971702	152.355427	0.003022	0.000000	0.003756	9.3	11.8	22.3
152	-0.055840	-0.058121	0.000000	1.989003	152.240764	0.003902	0.000000	0.004283	9.6	12.7	23.5
153	-0.059429	-0.061911	0.000000	2.001610	152.157320	0.003120	0.000000	0.004013	8.1	11.5	20.7
154	-0.050326	-0.052663	0.000000	2.029036	151.976116	0.002788	0.000000	0.003537	8.0	9.6	18.8
155	-0.052380	-0.054633	0.000000	2.041658	151.892860	0.003372	0.000000	0.003902	7.9	9.4	18.4
156	-0.038853	-0.041135	0.000000	2.051668	151.826907	0.002425	0.000000	0.003149	8.6	9.4	19.2
157	-0.048259	-0.050589	0.000000	2.066230	151.731056	0.002631	0.000000	0.003294	7.7	11.3	20.2
158	-0.055066	-0.057343	0.000000	2.069525	151.709386	0.002945	0.000000	0.003595	8.2	12.5	22.0
159	-0.049725	-0.052016	0.000000	2.082032	151.627177	0.002845	0.000000	0.003390	8.7	11.9	21.9
160	-0.047250	-0.049552	0.000000	2.092376	151.559259	0.002822	0.000000	0.003445	8.6	10.6	20.6
161	-0.052586	-0.054794	0.000000	2.108039	151.456530	0.003331	0.000000	0.003800	8.9	11.5	21.8
162	-0.052869	-0.055181	0.000000	2.116613	151.400356	0.003070	0.000000	0.003675	8.4	11.9	21.7
163	-0.051026	-0.053411	0.000000	2.130273	151.310944	0.003273	0.000000	0.003824	10.8	11.2	23.2
164	-0.048123	-0.050460	0.000000	2.143157	151.226705	0.002607	0.000000	0.003295	8.2	10.5	20.0
165	-0.058447	-0.060673	0.000000	2.158829	151.124369	0.002842	0.000000	0.003460	7.2	10.1	18.4
166	-0.059344	-0.061543	0.000000	2.163538	151.093648	0.003119	0.000000	0.003651	6.9	10.0	18.0
167	-0.048510	-0.050723	0.000000	2.173989	151.025505	0.002845	0.000000	0.003429	7.3	13.2	21.7
168	-0.050593	-0.052863	0.000000	2.188739	150.929441	0.002967	0.000000	0.003671	8.2	11.1	20.4
169	-0.050161	-0.052412	0.000000	2.201541	150.846160	0.002812	0.000000	0.003426	9.3	13.2	23.7
170	-0.043883	-0.046158	0.000000	2.214347	150.762948	0.002569	0.000000	0.003314	9.7	12.9	23.9
171	-0.046832	-0.049036	0.000000	2.230779	150.656306	0.003046	0.000000	0.003601	11.3	13.1	25.9
172	-0.045396	-0.047660	0.000000	2.239055	150.602658	0.002735	0.000000	0.003376	8.4	11.3	21.0
173	-0.060387	-0.062610	0.000000	2.255443	150.496528	0.002943	0.000000	0.003595	9.0	10.7	21.3
174	-0.053491	-0.055726	0.000000	2.262899	150.448289	0.003181	0.000000	0.003744	8.4	10.8	20.4
175	-0.059033	-0.061307	0.000000	2.271216	150.394520	0.002466	0.000000	0.003244	7.8	10.7	19.6
176	-0.045271	-0.047444	0.000000	2.283706	150.313844	0.002863	0.000000	0.003388	8.2	10.4	19.7
177	-0.065423	-0.067628	0.000000	2.293714	150.249264	0.003003	0.000000	0.003524	7.6	9.5	18.2
178	-0.056034	-0.058246	0.000000	2.304659	150.178701	0.003079	0.000000	0.003640	6.9	10.4	18.4
179	-0.061855	-0.064164	0.000000	2.318758	150.087897	0.003618	0.000000	0.004162	8.4	10.6	20.2
180	-0.052900	-0.055188	0.000000	2.335096	149.982819	0.002787	0.000000	0.003485	8.5	13.0	22.7
181	-0.059613	-0.061874	0.000000	2.356175	149.847454	0.002978	0.000000	0.003612	9.4	12.4	23.1
182	-0.051834	-0.054013	0.000000	2.364263	149.795584	0.002596	0.000000	0.003305	10.2	13.3	25.0
183	-0.052560	-0.054706	0.000000	2.377357	149.711678	0.002843	0.000000	0.003348	8.4	10.6	20.2
184	-0.055256	-0.057469	0.000000	2.383443	149.672714	0.002877	0.000000	0.003437	7.9	10.0	19.2
185	-0.053305	-0.055489	0.000000	2.393589	149.607801	0.002821	0.000000	0.003465	8.0	10.0	19.2
186	-0.055320	-0.057487	0.000000	2.405749	149.530076	0.002938	0.000000	0.003543	7.7	9.5	18.7
187	-0.047474	-0.049742	0.000000	2.418766	149.446962	0.002747	0.000000	0.003376	7.6	10.1	19.1
188	-0.050384	-0.052597	0.000000	2.432492	149.359421	0.002624	0.000000	0.003302	7.6	10.6	19.5
189	-0.052909	-0.055039	0.000000	2.445018	149.279622	0.003055	0.000000	0.003543	8.6	11.6	21.6
190	-0.041743	-0.043908	0.000000	2.455688	149.211712	0.002604	0.000000	0.003312	9.6	12.7	23.5
191	-0.054820	-0.056965	0.000000	2.474037	149.095077	0.003280	0.000000	0.003720	10.2	12.6	24.5
192	-0.057577	-0.059808	0.000000	2.479990	149.057277	0.002689	0.000000	0.003357	10.3	12.6	24.2
193	-0.055187	-0.057382	0.000000	2.497225	148.947945	0.003008	0.000000	0.003610	9.0	12.6	22.9
194	-0.050360	-0.052485	0.000000	2.510623	148.863068	0.003047	0.000000	0.003601	9.1	10.9	21.2
195	-0.043698	-0.045946	0.000000	2.521288	148.795569	0.002609	0.000000	0.003380	8.3	10.8	20.2
196	-0.052556	-0.054637	0.000000	2.538087	148.689375	0.002987	0.000000	0.003495	8.1	10.4	19.7
197	-0.050824	-0.053000	0.000000	2.546591	148.635674	0.002974	0.000000	0.003493	7.9	10.7	19.8
198	-0.042456	-0.044628	0.000000	2.558682	148.559389	0.002308	0.000000	0.003040	8.8	13.1	23.1
199	-0.046058	-0.048111	0.000000	2.572599	148.471679	0.002694	0.000000	0.003181	9.3	13.7	24.1
