1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
23	-0.084963	-0.089071	0.000001	9.592658	749.990028	0.001354	0.000000	0.001634	6.1	8.8	15.8
24	-0.098393	-0.102285	0.000001	10.592658	726.250653	0.001801	0.000000	0.001802	5.8	7.6	14.1
25	-0.082638	-0.086630	0.000001	11.592609	703.969065	0.001440	0.000000	0.001393	5.5	8.0	14.3
26	-0.075177	-0.079193	0.000001	12.592608	683.013014	0.001038	0.000000	0.001129	7.0	8.7	16.6
27	-0.085183	-0.088801	0.000001	12.546127	683.959393	0.001388	0.000000	0.001399	7.0	9.4	17.3
28	-0.093643	-0.097353	0.000001	12.562321	683.629384	0.002183	0.000000	0.002321	8.0	9.8	18.8
29	-0.088338	-0.092010	0.000001	13.561911	663.857645	0.001371	0.000000	0.001439	7.5	9.4	17.9
30	-0.088796	-0.092323	0.000001	14.561911	645.189986	0.001481	0.000000	0.001505	7.0	9.5	17.8
31	-0.087709	-0.091245	0.000001	15.561911	627.543480	0.001691	0.000000	0.001675	7.6	9.3	17.9
32	-0.093298	-0.096804	0.000001	15.511454	628.410715	0.001516	0.000000	0.001477	6.8	9.2	16.9
33	-0.102878	-0.106299	0.000001	16.511422	611.658727	0.001530	0.000000	0.001728	6.5	8.2	15.5
34	-0.081109	-0.084494	0.000001	17.511422	595.776199	0.001465	0.000000	0.001662	6.0	8.8	15.6
35	-0.087216	-0.090405	0.000001	18.498036	580.894425	0.001200	0.000000	0.001181	5.5	9.0	15.3
36	-0.081543	-0.084813	0.000001	18.447123	581.644154	0.001492	0.000000	0.001522	7.3	8.7	16.9
37	-0.090995	-0.094188	0.000001	18.396511	582.391386	0.001337	0.000000	0.001306	6.1	7.8	14.7
38	-0.084255	-0.087285	0.000001	18.356591	582.982112	0.001923	0.000000	0.001924	6.9	9.0	16.8
39	-0.075973	-0.079130	0.000001	18.357955	582.961918	0.001451	0.000000	0.001284	6.9	8.9	16.6
40	-0.092111	-0.095342	0.000001	18.307042	583.716997	0.002119	0.000000	0.002203	6.8	8.4	16.1
41	-0.095778	-0.099127	0.000001	19.307042	569.235235	0.001570	0.000000	0.001793	6.6	9.7	17.3
42	-0.082572	-0.085641	0.000001	19.256130	569.955151	0.001696	0.000000	0.001822	7.2	9.9	18.4
43	-0.085780	-0.088764	0.000000	20.256130	556.140110	0.002144	0.000000	0.002023	7.2	10.2	18.4
44	-0.088219	-0.091550	0.000001	20.205218	556.827264	0.001467	0.000000	0.001283	7.1	8.1	16.1
45	-0.105666	-0.108979	0.000001	20.156190	557.490587	0.001349	0.000000	0.001367	6.2	8.0	15.0
46	-0.105673	-0.108915	0.000001	21.156190	544.266182	0.001421	0.000000	0.001580	6.7	9.0	16.5
47	-0.088993	-0.092082	0.000001	21.105278	544.924290	0.001408	0.000000	0.001498	6.3	8.4	15.6
48	-0.086870	-0.089913	0.000001	22.105278	532.282583	0.001766	0.000000	0.001655	5.7	8.3	14.8
49	-0.093505	-0.096638	0.000001	22.075918	532.645386	0.001520	0.000000	0.001556	5.9	8.6	15.3
50	-0.084632	-0.087662	0.000001	23.075918	520.560660	0.001490	0.000000	0.001579	5.6	8.9	15.3
51	-0.089971	-0.092955	0.000000	24.075918	509.012128	0.001854	0.000000	0.001837	6.7	10.0	17.7
52	-0.083593	-0.086619	0.000001	24.025027	509.587449	0.001950	0.000000	0.002005	6.9	10.1	18.0
53	-0.086300	-0.089249	0.000000	25.025027	498.515485	0.001544	0.000000	0.001683	8.5	10.2	19.7
54	-0.103355	-0.106353	0.000000	26.025027	487.914418	0.001421	0.000000	0.001353	8.2	10.2	19.2
55	-0.087492	-0.090401	0.000000	27.018263	477.822134	0.001700	0.000000	0.001658	8.1	11.7	20.7
56	-0.100496	-0.103522	0.000001	28.015452	468.101139	0.001444	0.000000	0.001398	8.3	9.2	18.5
57	-0.086585	-0.089474	0.000000	27.964539	468.587861	0.001404	0.000000	0.001511	7.2	9.4	17.5
58	-0.095371	-0.098219	0.000000	28.964519	459.209635	0.001381	0.000000	0.001455	7.2	9.7	17.8
59	-0.091982	-0.094883	0.000000	28.913607	459.678032	0.001494	0.000000	0.001673	6.7	9.2	16.8
60	-0.080935	-0.083753	0.000000	29.913607	450.649443	0.001556	0.000000	0.001732	6.6	9.0	16.6
61	-0.090874	-0.093607	0.000000	29.862695	451.100532	0.001169	0.000000	0.001224	6.5	8.5	15.7
62	-0.081752	-0.084441	0.000000	30.014695	449.756464	0.001868	0.000000	0.001898	6.1	8.5	15.4
63	-0.091783	-0.094528	0.000000	29.963783	450.205766	0.001441	0.000000	0.001381	6.7	8.9	16.6
64	-0.088908	-0.091673	0.000000	29.912871	450.655964	0.001680	0.000000	0.001724	7.3	9.6	17.9
65	-0.093142	-0.095810	0.000000	29.865442	451.076172	0.001416	0.000000	0.001308	7.7	10.0	19.3
66	-0.090326	-0.093127	0.000000	29.814529	451.528115	0.001480	0.000000	0.001487	7.3	11.4	19.8
67	-0.089188	-0.091830	0.000000	30.062748	449.333218	0.001335	0.000000	0.001380	7.5	10.6	19.0
68	-0.101124	-0.103780	0.000000	30.717066	443.648304	0.001721	0.000000	0.001686	7.9	8.8	17.8
69	-0.084128	-0.086853	0.000000	30.666173	444.085315	0.001482	0.000000	0.001489	6.9	8.9	16.6
70	-0.089897	-0.092543	0.000000	31.666173	435.653237	0.002190	0.000000	0.002167	7.3	8.8	16.8
71	-0.095047	-0.097947	0.000000	31.615261	436.074788	0.001966	0.000000	0.002033	6.9	8.8	16.6
72	-0.074701	-0.077431	0.000000	32.615261	427.941380	0.001441	0.000000	0.001413	6.7	8.8	16.5
73	-0.101566	-0.104343	0.000000	33.615261	420.105816	0.001820	0.000000	0.001874	6.6	8.7	16.1
74	-0.092150	-0.094838	0.000000	33.564780	420.494476	0.001801	0.000000	0.001790	6.3	9.9	17.0
75	-0.087391	-0.090101	0.000000	33.513868	420.887189	0.001270	0.000000	0.001372	8.7	10.3	19.9
76	-0.095840	-0.098429	0.000000	34.513868	413.305531	0.002036	0.000000	0.001953	7.7	10.6	19.1
77	-0.084778	-0.087551	0.000000	34.462956	413.684925	0.001824	0.000000	0.001774	8.6	10.8	20.3
78	-0.096055	-0.098814	0.000000	35.462956	406.358264	0.001320	0.000000	0.001363	8.1	10.4	19.7
79	-0.092430	-0.095114	0.000000	36.460933	399.300663	0.001465	0.000000	0.001409	7.5	9.1	17.9
80	-0.084339	-0.087112	0.000000	37.460933	392.470454	0.001405	0.000000	0.001315	8.2	9.7	18.8
81	-0.089558	-0.092273	0.000000	37.656790	391.159976	0.001420	0.000000	0.001382	6.9	8.9	16.6
82	-0.094912	-0.097667	0.000000	38.432398	386.055242	0.001579	0.000000	0.001503	7.4	9.0	17.4
83	-0.094489	-0.097209	0.000000	38.381486	386.386236	0.001730	0.000000	0.001831	7.0	10.0	18.4
84	-0.084335	-0.086991	0.000000	39.381486	379.987152	0.001225	0.000000	0.001374	6.9	8.7	16.8
85	-0.083919	-0.086470	0.000000	39.330573	380.307818	0.001434	0.000000	0.001355	6.5	8.7	16.2
86	-0.079032	-0.081568	0.000000	40.281764	374.404832	0.001424	0.000000	0.001583	6.6	9.4	16.9
87	-0.088046	-0.090506	0.000000	41.281764	368.393364	0.001436	0.000000	0.001389	7.1	8.9	16.9
88	-0.098329	-0.100759	0.000000	42.280521	362.579013	0.001460	0.000000	0.001408	6.8	8.5	16.1
89	-0.084228	-0.086721	0.000000	43.280381	356.939218	0.001890	0.000000	0.001765	7.5	9.2	18.2
90	-0.078263	-0.080775	0.000000	44.280381	351.471431	0.001966	0.000000	0.002028	7.2	10.1	18.2
91	-0.084582	-0.087118	0.000000	45.280381	346.168633	0.001377	0.000000	0.001506	7.5	11.1	19.5
92	-0.072522	-0.074900	0.000000	46.280147	341.024652	0.001801	0.000000	0.001716	8.0	9.5	18.3
93	-0.078663	-0.081122	0.000000	47.107000	336.884444	0.001103	0.000000	0.001038	9.5	9.5	20.0
94	-0.104033	-0.106459	0.000000	47.057976	337.127110	0.001439	0.000000	0.001603	8.3	8.7	18.0
95	-0.082751	-0.085091	0.000000	47.760740	333.681528	0.001331	0.000000	0.001274	6.9	8.5	16.4
96	-0.086714	-0.089145	0.000000	48.759946	328.902041	0.001335	0.000000	0.001413	6.5	8.5	15.8
97	-0.088528	-0.090858	0.000000	48.750678	328.945744	0.001284	0.000000	0.001248	6.6	8.1	15.5
98	-0.081972	-0.084360	0.000000	49.748096	324.308215	0.001535	0.000000	0.001439	6.4	10.0	17.3
99	-0.091951	-0.094412	0.000000	50.728181	319.876906	0.001537	0.000000	0.001505	7.3	10.0	18.3
100	-0.077297	-0.079702	0.000000	51.075084	318.337316	0.001686	0.000000	0.001527	7.9	11.6	20.5
101	-0.092385	-0.094847	0.000000	51.229510	317.656713	0.001638	0.000000	0.001482	8.5	10.5	20.2
102	-0.091541	-0.094114	0.000000	51.178598	317.880777	0.001545	0.000000	0.001712	8.9	11.0	20.7
103	-0.087017	-0.089446	0.000000	52.178598	313.536873	0.001544	0.000000	0.001436	9.5	9.6	20.3
104	-0.094459	-0.096916	0.000000	52.905971	310.451085	0.001566	0.000000	0.001602	8.2	10.0	19.7
105	-0.088757	-0.091112	0.000000	53.903239	306.317709	0.001359	0.000000	0.001345	6.8	9.7	17.8
106	-0.076024	-0.078393	0.000000	53.852327	306.526057	0.001385	0.000000	0.001263	7.5	10.5	18.9
107	-0.081828	-0.084269	0.000000	53.801429	306.734632	0.001672	0.000000	0.001692	6.7	8.4	15.9
108	-0.098112	-0.100580	0.000000	54.801429	302.688077	0.001736	0.000000	0.001691	6.1	8.4	15.3
109	-0.084382	-0.086814	0.000000	54.750517	302.891513	0.001654	0.000000	0.001663	6.2	8.4	15.4
110	-0.090717	-0.093180	0.000000	55.750517	298.945070	0.001464	0.000000	0.001585	7.4	10.3	18.9
111	-0.094716	-0.097018	0.000000	56.750517	295.100143	0.001552	0.000000	0.001502	8.3	9.9	19.1
112	-0.088254	-0.090695	0.000000	56.699605	295.293506	0.002057	0.000000	0.001964	7.4	11.1	19.3
113	-0.083053	-0.085390	0.000000	56.648693	295.487122	0.001596	0.000000	0.001764	8.8	9.8	19.5
114	-0.084624	-0.086960	0.000000	57.648693	291.730071	0.001376	0.000000	0.001327	8.6	10.2	19.7
115	-0.098811	-0.101134	0.000000	58.648692	288.067363	0.001657	0.000000	0.001629	8.5	9.9	19.6
116	-0.091762	-0.094067	0.000000	58.598787	288.247969	0.002343	0.000000	0.002372	7.1	9.5	17.5
117	-0.082093	-0.084454	0.000000	59.598787	284.671638	0.001765	0.000000	0.001560	7.0	9.5	17.4
118	-0.099368	-0.101817	0.000000	60.598787	281.182963	0.001764	0.000000	0.001773	6.8	8.7	16.4
119	-0.094352	-0.096785	0.000000	60.566823	281.293153	0.001785	0.000000	0.001675	6.1	8.4	15.4
120	-0.088762	-0.091245	0.000000	61.566823	277.886299	0.002049	0.000000	0.001905	7.9	8.9	17.9
121	-0.068944	-0.071447	0.000000	62.566823	274.560980	0.001519	0.000000	0.001490	7.3	11.0	19.2
122	-0.107985	-0.110434	0.000000	63.566656	271.314841	0.001756	0.000000	0.001713	7.5	10.1	18.9
123	-0.101872	-0.104427	0.000000	63.524103	271.451432	0.001486	0.000000	0.001376	7.3	9.9	18.2
124	-0.081136	-0.083676	0.000000	63.538413	271.405482	0.001799	0.000000	0.001998	8.3	10.5	19.8
125	-0.089210	-0.091587	0.000000	64.538153	268.233389	0.001499	0.000000	0.001291	7.9	10.6	19.6
126	-0.091685	-0.094152	0.000000	64.487284	268.393001	0.001700	0.000000	0.001752	7.0	10.1	18.0
127	-0.092493	-0.094966	0.000000	65.487235	265.289888	0.001553	0.000000	0.001554	7.1	9.6	17.7
128	-0.091876	-0.094242	0.000000	65.436322	265.446147	0.001567	0.000000	0.001615	6.8	9.8	17.4
129	-0.083703	-0.086069	0.000000	65.466199	265.354426	0.001600	0.000000	0.001546	6.1	8.7	15.6
130	-0.088991	-0.091439	0.000000	66.459350	262.341176	0.001359	0.000000	0.001344	5.9	7.6	14.3
131	-0.094924	-0.097248	0.000000	66.665769	261.723463	0.001518	0.000000	0.001400	6.0	8.4	15.2
132	-0.078004	-0.080324	0.000000	66.623714	261.849078	0.001906	0.000000	0.001923	6.8	9.5	17.4
133	-0.089592	-0.091899	0.000000	67.206140	260.120087	0.001690	0.000000	0.001655	7.0	9.7	17.7
134	-0.093393	-0.095880	0.000000	67.155227	260.270314	0.001847	0.000000	0.001824	7.1	9.3	17.3
135	-0.084956	-0.087321	0.000000	67.779131	258.441239	0.001956	0.000000	0.001958	7.0	9.7	17.7
136	-0.086961	-0.089295	0.000000	68.779131	255.562605	0.001661	0.000000	0.001587	7.3	9.1	17.3
137	-0.084942	-0.087327	0.000000	69.779131	252.747392	0.001614	0.000000	0.001525	7.0	10.5	18.5
138	-0.091239	-0.093605	0.000000	69.729283	252.886256	0.001181	0.000000	0.001118	7.5	9.6	18.1
139	-0.099228	-0.101576	0.000000	69.827450	252.612935	0.001721	0.000000	0.001718	7.2	8.9	17.0
140	-0.075911	-0.078359	0.000000	69.776628	252.754361	0.001232	0.000000	0.001213	6.8	8.7	16.4
141	-0.101304	-0.103662	0.000000	70.776628	250.000345	0.001603	0.000000	0.001597	7.0	7.7	15.5
142	-0.079903	-0.082263	0.000000	71.775414	247.308934	0.001516	0.000000	0.001472	6.6	7.8	15.2
143	-0.081790	-0.084135	0.000000	72.735348	244.776268	0.001160	0.000000	0.001188	6.7	7.8	15.4
144	-0.090360	-0.092618	0.000000	73.188896	243.597598	0.001328	0.000000	0.001264	6.6	9.1	16.8
145	-0.073310	-0.075677	0.000000	74.168984	241.088933	0.001313	0.000000	0.001308	7.2	9.4	17.5
146	-0.087278	-0.089529	0.000000	75.168984	238.582002	0.001487	0.000000	0.001461	7.8	10.5	19.2
147	-0.078042	-0.080410	0.000000	76.168984	236.126671	0.001251	0.000000	0.001277	10.9	12.3	24.5
148	-0.092050	-0.094324	0.000000	76.789858	234.627488	0.001551	0.000000	0.001460	9.1	12.6	22.7
149	-0.088022	-0.090323	0.000000	77.789858	232.252473	0.001673	0.000000	0.001635	9.7	10.2	21.0
150	-0.091311	-0.093595	0.000000	78.789135	229.926721	0.001599	0.000000	0.001537	8.7	10.0	19.8
151	-0.096352	-0.098677	0.000000	79.789135	227.645456	0.001772	0.000000	0.001791	7.7	10.7	19.4
152	-0.097504	-0.099829	0.000000	80.789135	225.409015	0.001415	0.000000	0.001423	7.0	9.1	17.4
153	-0.092696	-0.094999	0.000000	81.789079	223.216210	0.001555	0.000000	0.001492	7.0	9.0	16.8
154	-0.080036	-0.082258	0.000000	82.789079	221.065538	0.001850	0.000000	0.001690	6.6	8.8	16.2
155	-0.086173	-0.088581	0.000000	83.789079	218.955916	0.001155	0.000000	0.001153	6.7	10.0	17.6
156	-0.098066	-0.100333	0.000000	84.787667	216.889070	0.001703	0.000000	0.001875	7.3	10.5	18.6
157	-0.076114	-0.078395	0.000000	84.736755	216.993502	0.001463	0.000000	0.001425	7.9	9.8	18.6
158	-0.093711	-0.095913	0.000000	84.685843	217.098035	0.001680	0.000000	0.001600	8.1	10.8	20.0
159	-0.092088	-0.094299	0.000000	84.635076	217.202370	0.001655	0.000000	0.001610	8.3	10.8	20.1
160	-0.092018	-0.094286	0.000000	85.635076	215.165494	0.001833	0.000000	0.001707	7.3	9.5	17.8
161	-0.088775	-0.091066	0.000000	85.584163	215.268273	0.001318	0.000000	0.001304	7.2	9.5	17.6
162	-0.090480	-0.092811	0.000000	85.533255	215.371140	0.001661	0.000000	0.001563	6.5	9.1	16.4
163	-0.087441	-0.089837	0.000000	85.482343	215.474116	0.001740	0.000000	0.001801	5.8	8.7	15.3
164	-0.079311	-0.081637	0.000000	85.443420	215.552909	0.001728	0.000000	0.001673	5.7	8.4	14.8
165	-0.071856	-0.074111	0.000000	86.443420	213.546709	0.001381	0.000000	0.001322	6.0	8.8	15.6
166	-0.092150	-0.094375	0.000000	87.443420	211.577510	0.002218	0.000000	0.002141	6.7	8.9	16.4
167	-0.082811	-0.085143	0.000000	87.529622	211.409459	0.001796	0.000000	0.001815	6.1	8.0	14.9
168	-0.084284	-0.086591	0.000000	88.529577	209.479387	0.001415	0.000000	0.001466	6.8	9.4	17.1
169	-0.088526	-0.090824	0.000000	89.529577	207.584155	0.001790	0.000000	0.001683	7.4	10.8	19.1
170	-0.095810	-0.098200	0.000000	89.478678	207.679790	0.001627	0.000000	0.001458	7.8	10.2	19.0
171	-0.101994	-0.104286	0.000000	90.478491	205.817181	0.001682	0.000000	0.001641	7.6	10.0	18.8
172	-0.086706	-0.089049	0.000000	90.427578	205.911221	0.001457	0.000000	0.001467	7.6	10.6	19.2
173	-0.089653	-0.091950	0.000000	90.376748	206.005196	0.001764	0.000000	0.001676	7.9	10.7	19.6
174	-0.101328	-0.103736	0.000000	91.376744	204.172037	0.001522	0.000000	0.001486	7.3	9.1	17.7
175	-0.080041	-0.082315	0.000000	92.278245	202.547177	0.001619	0.000000	0.001643	7.0	9.8	17.8
176	-0.089252	-0.091591	0.000000	92.227333	202.638251	0.001827	0.000000	0.001726	7.9	9.5	18.5
177	-0.088951	-0.091256	0.000000	92.176434	202.729384	0.002210	0.000000	0.002193	6.8	9.0	16.8
178	-0.088283	-0.090684	0.000000	93.176434	200.953804	0.001675	0.000000	0.001697	6.9	8.9	16.6
179	-0.081355	-0.083722	0.000000	93.125522	201.043451	0.001748	0.000000	0.001655	7.1	9.1	17.0
180	-0.086574	-0.088924	0.000000	93.074610	201.133178	0.001518	0.000000	0.001428	8.2	10.5	19.9
181	-0.088623	-0.091071	0.000000	94.074610	199.385328	0.001747	0.000000	0.001680	7.6	9.9	18.5
182	-0.088337	-0.090730	0.000000	94.023697	199.473580	0.001640	0.000000	0.001642	8.4	9.6	18.9
183	-0.088041	-0.090427	0.000000	95.023697	197.754332	0.001498	0.000000	0.001518	9.0	10.7	20.7
184	-0.095144	-0.097472	0.000000	96.023697	196.064466	0.001402	0.000000	0.001248	8.1	11.5	20.6
185	-0.096584	-0.098937	0.000000	95.972848	196.149697	0.001561	0.000000	0.001699	6.6	9.4	16.9
186	-0.077508	-0.079813	0.000000	96.972848	194.487029	0.001412	0.000000	0.001420	6.5	9.2	16.5
187	-0.092638	-0.094966	0.000000	96.927113	194.562456	0.001561	0.000000	0.001575	6.4	9.3	16.4
188	-0.094797	-0.097017	0.000000	97.927113	192.926475	0.001407	0.000000	0.001277	6.8	8.6	16.2
189	-0.100234	-0.102584	0.000000	97.877233	193.007426	0.001460	0.000000	0.001407	6.3	8.6	15.7
190	-0.098353	-0.100591	0.000000	98.877228	191.397392	0.001754	0.000000	0.001581	5.9	9.4	16.1
191	-0.102169	-0.104513	0.000000	98.854295	191.434014	0.001321	0.000000	0.001331	6.6	9.5	17.0
192	-0.109582	-0.111965	0.000000	99.854217	189.850129	0.001403	0.000000	0.001322	8.6	10.4	19.8
193	-0.081033	-0.083364	0.000000	99.803310	189.930134	0.001372	0.000000	0.001239	7.5	10.4	19.1
194	-0.086994	-0.089397	0.000000	100.803310	188.370815	0.001628	0.000000	0.001669	7.5	10.3	19.0
195	-0.084735	-0.087089	0.000000	100.807855	188.363785	0.001874	0.000000	0.001712	7.6	9.2	17.7
196	-0.079196	-0.081493	0.000000	100.756943	188.442549	0.001141	0.000000	0.001290	8.0	9.1	18.1
197	-0.097526	-0.099813	0.000000	101.756778	186.907714	0.001573	0.000000	0.001580	6.8	9.1	16.8
198	-0.089204	-0.091470	0.000000	101.705866	186.985264	0.001556	0.000000	0.001569	7.0	8.8	16.7
199	-0.088425	-0.090737	0.000000	102.705170	185.474777	0.001551	0.000000	0.001601	6.8	7.9	15.5
