1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
30	-0.082094	-0.085372	0.000001	14.998033	269.723161	0.002483	0.000000	0.002596	7.5	8.8	17.3
31	-0.056226	-0.059511	0.000001	15.118168	268.826021	0.001969	0.000000	0.002240	6.9	9.1	17.0
32	-0.072848	-0.075870	0.000001	16.059785	261.995678	0.002428	0.000000	0.002696	7.0	9.0	17.1
33	-0.056854	-0.059852	0.000000	16.156364	261.314682	0.001829	0.000000	0.002081	6.8	9.3	17.1
34	-0.051332	-0.054250	0.000000	16.182589	261.130376	0.002080	0.000000	0.002310	6.7	9.1	16.6
35	-0.065698	-0.068706	0.000001	16.173372	261.195123	0.002076	0.000000	0.002234	6.9	9.6	17.3
36	-0.058716	-0.061613	0.000000	16.365819	259.849872	0.002236	0.000000	0.002311	7.3	9.7	18.2
37	-0.064008	-0.067030	0.000001	16.579667	258.371191	0.002588	0.000000	0.002646	7.7	9.9	18.6
38	-0.070933	-0.074060	0.000001	16.863677	256.433190	0.002174	0.000000	0.002321	7.6	9.9	18.4
39	-0.065851	-0.068908	0.000001	17.123699	254.684191	0.002529	0.000000	0.002580	7.7	11.9	20.5
40	-0.066801	-0.069867	0.000001	17.262364	253.761202	0.002290	0.000000	0.002607	8.5	11.0	20.5
41	-0.072256	-0.075162	0.000000	17.678428	251.031487	0.002533	0.000000	0.002561	7.9	9.5	18.5
42	-0.058245	-0.061200	0.000000	17.637005	251.300624	0.002215	0.000000	0.002427	7.3	9.2	17.6
43	-0.062323	-0.065270	0.000000	18.269337	247.254068	0.001993	0.000000	0.002260	7.2	11.4	19.7
44	-0.062774	-0.065624	0.000000	18.352141	246.733804	0.002123	0.000000	0.002240	6.7	9.4	17.5
45	-0.057881	-0.060732	0.000000	18.344812	246.779762	0.002070	0.000000	0.002128	7.1	9.1	17.1
46	-0.067313	-0.070148	0.000000	18.486720	245.892879	0.002220	0.000000	0.002409	6.9	8.8	16.6
47	-0.060785	-0.063557	0.000000	18.517075	245.703997	0.002021	0.000000	0.002229	7.7	9.9	18.6
48	-0.061242	-0.063967	0.000000	18.727820	244.400606	0.002194	0.000000	0.002285	7.2	10.7	19.1
49	-0.063778	-0.066523	0.000000	18.799816	243.958500	0.002358	0.000000	0.002485	8.5	10.5	19.9
50	-0.059414	-0.062193	0.000000	19.328824	240.758403	0.002000	0.000000	0.002197	8.0	9.7	18.7
51	-0.063949	-0.066634	0.000000	19.362027	240.560349	0.002279	0.000000	0.002317	7.8	9.7	18.8
52	-0.059200	-0.061914	0.000000	19.507470	239.696611	0.002341	0.000000	0.002433	8.3	9.9	19.5
53	-0.051342	-0.054139	0.000000	20.197993	235.679037	0.001936	0.000000	0.002173	7.4	9.2	17.6
54	-0.068729	-0.071464	0.000000	20.908531	231.683220	0.002587	0.000000	0.002736	6.8	9.7	17.4
55	-0.053613	-0.056368	0.000000	20.949698	231.455861	0.001945	0.000000	0.002066	7.8	11.6	20.3
56	-0.062072	-0.064711	0.000000	21.258702	229.763405	0.002168	0.000000	0.002355	8.6	9.5	19.1
57	-0.064872	-0.067426	0.000000	21.257116	229.772031	0.002021	0.000000	0.002170	7.6	9.2	17.7
58	-0.052180	-0.054758	0.000000	21.367027	229.175942	0.001839	0.000000	0.002118	7.5	10.2	18.5
59	-0.058221	-0.060838	0.000000	21.669746	227.550063	0.002229	0.000000	0.002247	7.6	10.7	19.3
60	-0.058073	-0.060632	0.000000	21.684270	227.472635	0.002287	0.000000	0.002475	7.9	11.5	20.7
61	-0.064826	-0.067406	0.000000	22.294287	224.267541	0.002453	0.000000	0.002674	7.3	10.8	19.2
62	-0.071110	-0.073728	0.000000	22.303697	224.218807	0.002415	0.000000	0.002525	8.2	9.8	19.1
63	-0.073561	-0.076128	0.000000	23.215875	219.593153	0.002639	0.000000	0.002816	7.9	9.9	18.7
64	-0.056701	-0.059299	0.000000	23.507086	218.156350	0.002405	0.000000	0.002619	7.3	9.7	18.0
65	-0.053562	-0.056068	0.000000	24.382525	213.948063	0.001843	0.000000	0.001930	8.4	9.2	18.6
66	-0.059530	-0.062125	0.000000	24.699221	212.465403	0.002274	0.000000	0.002387	6.8	8.4	16.1
67	-0.059142	-0.061556	0.000000	24.780117	212.089962	0.002159	0.000000	0.002314	6.5	8.7	16.0
68	-0.070831	-0.073328	0.000000	25.009916	211.030669	0.002184	0.000000	0.002159	6.5	9.7	17.2
69	-0.064486	-0.067086	0.000000	25.156898	210.358663	0.002275	0.000000	0.002426	7.8	9.5	18.2
70	-0.066339	-0.068917	0.000000	25.146538	210.405890	0.002292	0.000000	0.002447	6.4	9.2	16.4
71	-0.051805	-0.054313	0.000000	25.304050	209.690154	0.001722	0.000000	0.001834	7.0	10.2	18.2
72	-0.062274	-0.064722	0.000000	25.434729	209.100032	0.002022	0.000000	0.002235	7.0	10.3	18.6
73	-0.072886	-0.075363	0.000000	25.435107	209.098332	0.002512	0.000000	0.002627	8.0	10.6	19.5
74	-0.071752	-0.074282	0.000000	25.975477	206.693024	0.002564	0.000000	0.002676	8.5	10.6	20.3
75	-0.074573	-0.077049	0.000000	26.791106	203.165489	0.002789	0.000000	0.002881	7.6	9.7	18.4
76	-0.056247	-0.058779	0.000000	27.775084	199.066872	0.002361	0.000000	0.002465	7.9	9.3	18.2
77	-0.068345	-0.070899	0.000000	28.545823	195.970170	0.002320	0.000000	0.002504	8.5	10.8	20.4
78	-0.068286	-0.070711	0.000000	28.574854	195.855411	0.002058	0.000000	0.002187	7.2	9.5	18.0
79	-0.058799	-0.061186	0.000000	28.575784	195.851736	0.002097	0.000000	0.002159	8.4	11.5	21.1
80	-0.072300	-0.074767	0.000000	28.558813	195.918805	0.002551	0.000000	0.002745	9.3	10.2	21.0
81	-0.078328	-0.080688	0.000000	29.240441	193.260710	0.002306	0.000000	0.002401	8.3	11.3	20.7
82	-0.063822	-0.066214	0.000000	29.273998	193.131713	0.002022	0.000000	0.002122	8.4	11.9	21.3
83	-0.054505	-0.056897	0.000000	29.426227	192.548680	0.002038	0.000000	0.002098	8.5	11.2	20.7
84	-0.066096	-0.068484	0.000000	29.586459	191.938782	0.002484	0.000000	0.002697	9.0	9.7	20.0
85	-0.063340	-0.065552	0.000000	30.403298	188.888724	0.002005	0.000000	0.002165	7.9	9.4	18.3
86	-0.060964	-0.063319	0.000000	30.556108	188.328865	0.002159	0.000000	0.002221	8.5	9.6	19.2
87	-0.060175	-0.062521	0.000000	30.686786	187.852720	0.002065	0.000000	0.002222	7.7	9.8	18.7
88	-0.054262	-0.056701	0.000000	30.914396	187.029111	0.002515	0.000000	0.002556	7.4	9.1	17.4
89	-0.065445	-0.067805	0.000000	30.899143	187.084079	0.002129	0.000000	0.002268	7.1	9.0	17.0
90	-0.055017	-0.057339	0.000000	30.964303	186.849486	0.002209	0.000000	0.002319	7.1	10.3	18.4
91	-0.076992	-0.079351	0.000000	31.150217	186.183373	0.002739	0.000000	0.002658	7.3	9.4	17.5
92	-0.054043	-0.056579	0.000000	31.139407	186.221974	0.001965	0.000000	0.002195	7.0	9.0	16.9
93	-0.063437	-0.065758	0.000000	31.857384	183.692471	0.002434	0.000000	0.002436	8.2	9.5	19.1
94	-0.062036	-0.064458	0.000000	31.993863	183.219392	0.002173	0.000000	0.002411	8.2	10.8	20.5
95	-0.067898	-0.070202	0.000000	32.893571	180.160697	0.002115	0.000000	0.002139	8.0	10.7	20.7
96	-0.056332	-0.058727	0.000000	33.081517	179.534596	0.002451	0.000000	0.002408	8.3	10.9	20.2
97	-0.061211	-0.063772	0.000000	33.085187	179.522415	0.002281	0.000000	0.002366	9.1	9.9	20.1
98	-0.058769	-0.061184	0.000000	33.553913	177.979963	0.002121	0.000000	0.002365	6.9	9.0	16.9
99	-0.073002	-0.075330	0.000000	33.826171	177.096141	0.002292	0.000000	0.002403	6.5	7.6	15.0
100	-0.063689	-0.066066	0.000000	33.813678	177.136506	0.002021	0.000000	0.002167	6.7	9.6	17.1
101	-0.064370	-0.066590	0.000000	33.801252	177.176669	0.002360	0.000000	0.002426	6.1	8.5	15.5
102	-0.065901	-0.068188	0.000000	33.856354	176.998700	0.002162	0.000000	0.002212	7.7	9.7	18.3
103	-0.072127	-0.074385	0.000000	33.881999	176.915995	0.002376	0.000000	0.002567	7.3	9.4	17.6
104	-0.063449	-0.065671	0.000000	34.683787	174.368590	0.002278	0.000000	0.002343	8.0	10.0	18.9
105	-0.059734	-0.062056	0.000000	34.818151	173.948852	0.001977	0.000000	0.002122	7.8	10.3	19.2
106	-0.078332	-0.080611	0.000000	35.077389	173.144712	0.002471	0.000000	0.002535	7.9	12.5	21.4
107	-0.068950	-0.071207	0.000000	35.127162	172.991169	0.002542	0.000000	0.002655	7.8	10.0	18.7
108	-0.056390	-0.058679	0.000000	35.181572	172.823633	0.001779	0.000000	0.001914	7.5	8.9	17.3
109	-0.077260	-0.079438	0.000000	35.198886	172.770388	0.002103	0.000000	0.002258	7.6	9.2	17.7
110	-0.065012	-0.067136	0.000000	35.237873	172.650614	0.002484	0.000000	0.002448	7.2	8.8	16.9
111	-0.060404	-0.062676	0.000000	35.376283	172.226740	0.002019	0.000000	0.002184	6.0	9.1	15.9
112	-0.068746	-0.071004	0.000000	35.376907	172.224831	0.002111	0.000000	0.002181	6.2	8.8	15.9
113	-0.059282	-0.061486	0.000000	35.359386	172.278375	0.002223	0.000000	0.002241	6.9	11.6	19.5
114	-0.073830	-0.076076	0.000000	35.427742	172.069677	0.002593	0.000000	0.002644	7.7	11.3	20.2
115	-0.077456	-0.079753	0.000000	35.783112	170.992800	0.002525	0.000000	0.002703	7.8	10.6	19.3
116	-0.067524	-0.069736	0.000000	36.722489	168.210060	0.002244	0.000000	0.002277	7.4	10.8	19.5
117	-0.071365	-0.073627	0.000000	37.250727	166.684672	0.002232	0.000000	0.002387	9.6	10.0	21.1
118	-0.063320	-0.065590	0.000000	37.221903	166.767193	0.002067	0.000000	0.002170	8.8	9.6	20.0
119	-0.068616	-0.070745	0.000000	37.236507	166.725374	0.002147	0.000000	0.002183	7.7	9.5	18.1
120	-0.061908	-0.064127	0.000000	37.241237	166.711833	0.002412	0.000000	0.002521	6.6	8.1	15.6
121	-0.063746	-0.066003	0.000000	37.221132	166.769402	0.002050	0.000000	0.002120	6.8	9.3	17.0
122	-0.069496	-0.071671	0.000000	37.193693	166.848035	0.003020	0.000000	0.003042	6.5	8.9	16.3
123	-0.053789	-0.056058	0.000000	37.201211	166.826483	0.002152	0.000000	0.002263	6.1	8.6	15.8
124	-0.062904	-0.065099	0.000000	37.532657	165.881816	0.002002	0.000000	0.002129	7.0	8.7	16.5
125	-0.063245	-0.065469	0.000000	37.638979	165.581044	0.002241	0.000000	0.002463	6.8	8.6	16.2
126	-0.064860	-0.067055	0.000000	37.651191	165.546567	0.002163	0.000000	0.002271	8.0	10.1	19.0
127	-0.071430	-0.073604	0.000000	37.698933	165.411924	0.002341	0.000000	0.002437	7.5	11.2	19.7
128	-0.062837	-0.064885	0.000000	37.676948	165.473898	0.002292	0.000000	0.002295	8.2	11.6	21.2
129	-0.066342	-0.068579	0.000000	37.893349	164.865873	0.002210	0.000000	0.002292	8.9	9.7	19.6
130	-0.052375	-0.054489	0.000000	38.000624	164.566113	0.002248	0.000000	0.002329	8.1	9.6	19.0
131	-0.060306	-0.062443	0.000000	38.004034	164.556604	0.001905	0.000000	0.002040	7.2	9.4	18.3
132	-0.074193	-0.076406	0.000000	38.033113	164.475545	0.002285	0.000000	0.002373	6.9	10.1	17.9
133	-0.071882	-0.074062	0.000000	38.003376	164.558438	0.002445	0.000000	0.002491	6.9	9.5	17.4
134	-0.066636	-0.068749	0.000000	38.584401	162.953780	0.002256	0.000000	0.002318	6.9	8.9	16.7
135	-0.072076	-0.074158	0.000000	38.653525	162.764956	0.002269	0.000000	0.002309	6.6	8.8	16.3
136	-0.062533	-0.064662	0.000000	38.709038	162.613630	0.002406	0.000000	0.002562	7.2	10.4	18.5
137	-0.055357	-0.057541	0.000000	38.685578	162.677546	0.001985	0.000000	0.002127	7.5	9.9	18.4
138	-0.064514	-0.066622	0.000000	38.966808	161.914628	0.002069	0.000000	0.002227	7.5	9.2	17.5
139	-0.053481	-0.055556	0.000000	38.970018	161.905961	0.001926	0.000000	0.002053	8.3	10.4	19.7
140	-0.061760	-0.063796	0.000000	39.159248	161.396689	0.002300	0.000000	0.002371	9.1	10.6	20.9
141	-0.046472	-0.048468	0.000000	39.131019	161.472456	0.001770	0.000000	0.001852	7.5	11.1	20.3
142	-0.064328	-0.066348	0.000000	39.410738	160.724794	0.002289	0.000000	0.002274	7.4	9.6	17.8
143	-0.061921	-0.064052	0.000000	39.395065	160.766501	0.002102	0.000000	0.002226	7.2	9.1	17.2
144	-0.068204	-0.070273	0.000000	39.748198	159.831956	0.002171	0.000000	0.002218	7.2	9.3	17.4
145	-0.061088	-0.063092	0.000000	39.726787	159.888312	0.001945	0.000000	0.002021	7.1	8.9	16.9
146	-0.068390	-0.070443	0.000000	39.817440	159.649985	0.002110	0.000000	0.002340	6.8	9.0	16.7
147	-0.059925	-0.061963	0.000000	39.822925	159.635588	0.002277	0.000000	0.002341	7.7	10.7	19.4
148	-0.054316	-0.056350	0.000000	39.786403	159.731502	0.002374	0.000000	0.002441	8.0	10.6	19.6
149	-0.061615	-0.063605	0.000000	40.484650	157.917518	0.002127	0.000000	0.002147	8.0	11.3	20.5
150	-0.055617	-0.057618	0.000000	40.453613	157.997276	0.001998	0.000000	0.002097	7.6	11.1	19.7
151	-0.059379	-0.061461	0.000000	40.654449	157.482608	0.001979	0.000000	0.002036	9.5	10.5	20.9
152	-0.051256	-0.053294	0.000000	40.794815	157.124887	0.001923	0.000000	0.002003	9.3	9.9	20.0
153	-0.073130	-0.075133	0.000000	40.803650	157.102425	0.002360	0.000000	0.002425	7.9	9.2	18.0
154	-0.055824	-0.057847	0.000000	40.836435	157.019131	0.001976	0.000000	0.002096	7.5	9.7	18.2
155	-0.071540	-0.073497	0.000000	40.823841	157.051119	0.002039	0.000000	0.002179	6.9	8.9	16.8
156	-0.054387	-0.056440	0.000000	40.928574	156.785516	0.001939	0.000000	0.002040	6.7	9.5	17.0
157	-0.074264	-0.076277	0.000000	40.942596	156.750023	0.002589	0.000000	0.002715	7.2	10.2	18.4
158	-0.070896	-0.072842	0.000000	41.347127	155.732973	0.002157	0.000000	0.002242	7.8	9.3	18.0
159	-0.059155	-0.061141	0.000000	41.690480	154.880029	0.002253	0.000000	0.002318	7.1	9.2	17.2
160	-0.060396	-0.062395	0.000000	41.705725	154.842375	0.002277	0.000000	0.002375	7.2	9.7	18.0
161	-0.066281	-0.068313	0.000000	41.772563	154.677504	0.002047	0.000000	0.002129	7.2	10.4	19.2
162	-0.066726	-0.068745	0.000000	42.054534	153.985809	0.002431	0.000000	0.002461	7.5	9.5	18.0
163	-0.068466	-0.070458	0.000000	42.401481	153.143164	0.002509	0.000000	0.002568	7.2	9.7	17.8
164	-0.063814	-0.065866	0.000000	43.288438	151.030320	0.002118	0.000000	0.002268	7.0	9.2	17.1
165	-0.073991	-0.075948	0.000000	43.279420	151.051508	0.002453	0.000000	0.002477	6.9	9.0	16.9
166	-0.068691	-0.070658	0.000000	43.250364	151.119820	0.002447	0.000000	0.002524	6.5	9.0	16.6
167	-0.072099	-0.074095	0.000000	43.262878	151.090392	0.002188	0.000000	0.002293	6.8	9.4	17.2
168	-0.053024	-0.055004	0.000000	44.021903	149.326656	0.001798	0.000000	0.001863	6.9	9.2	17.1
169	-0.059149	-0.061177	0.000000	44.055943	149.248523	0.001929	0.000000	0.001994	6.9	10.8	18.8
170	-0.065101	-0.067058	0.000000	44.060619	149.237796	0.002191	0.000000	0.002238	7.0	11.0	19.0
171	-0.059766	-0.061750	0.000000	44.209123	148.897930	0.002204	0.000000	0.002265	7.9	10.5	19.5
172	-0.062624	-0.064646	0.000000	44.173385	148.979577	0.002212	0.000000	0.002221	8.2	11.2	20.5
173	-0.060216	-0.062222	0.000000	44.746266	147.681442	0.002724	0.000000	0.002827	8.6	9.3	18.8
174	-0.059540	-0.061566	0.000000	45.448944	146.119755	0.001895	0.000000	0.001908	7.6	9.2	17.9
175	-0.062256	-0.064215	0.000000	45.561384	145.872919	0.002463	0.000000	0.002357	7.3	9.1	18.1
176	-0.053906	-0.055901	0.000000	45.635018	145.711725	0.002268	0.000000	0.002363	6.3	8.2	15.6
177	-0.057817	-0.059819	0.000000	45.609652	145.767214	0.002503	0.000000	0.002546	6.6	9.4	17.0
178	-0.060135	-0.062171	0.000000	45.649175	145.680775	0.002200	0.000000	0.002311	7.7	9.7	18.6
179	-0.053587	-0.055665	0.000000	45.629718	145.723314	0.001921	0.000000	0.001944	7.3	9.5	17.8
180	-0.059853	-0.061857	0.000000	45.619498	145.745669	0.002162	0.000000	0.002194	7.0	9.1	17.0
181	-0.068199	-0.070238	0.000000	45.646680	145.686228	0.001930	0.000000	0.001960	6.9	10.3	18.1
182	-0.064308	-0.066317	0.000000	45.624344	145.735069	0.002328	0.000000	0.002348	7.3	9.6	17.8
183	-0.059293	-0.061289	0.000000	45.886879	145.163049	0.002115	0.000000	0.002300	7.7	10.9	19.6
184	-0.060829	-0.062826	0.000000	45.906349	145.120806	0.002262	0.000000	0.002249	9.5	10.5	21.4
185	-0.057738	-0.059773	0.000000	46.586955	143.659428	0.001995	0.000000	0.002075	9.2	10.8	21.0
186	-0.065280	-0.067281	0.000000	46.556367	143.724476	0.002369	0.000000	0.002405	8.2	10.3	19.5
187	-0.053659	-0.055659	0.000000	47.151910	142.468544	0.001957	0.000000	0.002071	7.7	9.4	18.0
188	-0.060385	-0.062345	0.000000	47.779007	141.169578	0.002598	0.000000	0.002568	7.5	9.3	17.7
189	-0.058977	-0.061041	0.000000	47.882439	140.957602	0.002336	0.000000	0.002300	6.7	9.1	16.7
190	-0.062815	-0.064883	0.000000	47.898793	140.924142	0.001836	0.000000	0.001929	6.5	7.6	14.9
191	-0.061099	-0.063101	0.000000	48.011382	140.694232	0.002310	0.000000	0.002488	6.7	8.1	15.7
192	-0.079637	-0.081604	0.000000	48.015220	140.686407	0.002959	0.000000	0.003082	6.6	8.8	16.3
193	-0.060682	-0.062762	0.000000	48.961641	138.783242	0.002035	0.000000	0.002085	7.2	11.6	19.7
194	-0.075607	-0.077582	0.000000	49.163431	138.384101	0.002488	0.000000	0.002609	9.7	10.8	21.5
195	-0.048781	-0.050665	0.000000	49.596416	137.535359	0.001998	0.000000	0.002021	9.0	11.0	21.3
196	-0.057092	-0.059057	0.000000	49.843967	137.054767	0.002533	0.000000	0.002501	8.7	12.0	21.7
197	-0.068516	-0.070522	0.000000	49.806386	137.127509	0.002314	0.000000	0.002408	9.3	11.8	22.5
198	-0.058554	-0.060561	0.000000	50.489487	135.817220	0.002120	0.000000	0.002189	10.1	12.6	23.7
199	-0.078437	-0.080519	0.000000	50.453680	135.885280	0.002460	0.000000	0.002499	7.0	9.7	17.6
